title,day,date,month,year,event_type,series,body,city,venue
The Just Metropolis,Thursday,15,April,2010,Debate,Studio-X,"<u>Featuring:</u><br />
<strong>Jack Jaskaran</strong>, Commanding Officer, Community Outreach Section, NYPD<br />
<strong>Suman Raghunathan</strong>, Immigration Rights Policy Specialist, Progressive States Network<br />
<strong>Javier Valdes</strong>, Deputy Director, Make The Road New York<br />
<strong>Anne Frederick</strong>, Executive Director, Hester Street Collaborative<br />
Moderated by <strong>Julie Behrens</strong> and<strong> Kaja Kuehl</strong><br />
<br />
Over the past 20 years, the United States has been experiencing a wave of immigration unparalled since the turn of the last century. However, immigration policy discussions at the national level thus far have given little attention to the local nature of this phenomenon; migrants move to cities and have an impact on the communities in which they live. While immigration policy is the exclusive authority of the federal government, national lawmakers have thus far failed to create a comprehensive legal and policy framework that reflects the reality of the current era of migration to the United States.<br />
<br />
In the absence of clear direction or support from Washington, municipalities around the country are increasingly forced into the role of de facto immigration policy makers--a role beyond the legal authority, enforcement capability and expertise of most municipal governments. The situation presents a huge challenge for urban governance as local authorities across the country struggle to adapt and provide services to a newly arriving immigrant population.<br />
<br />
Drawing New York City&rsquo;s wealth of experience as a traditional immigrant gateway city, this panel will bring together experts from municipal government, advocacy and academic communities to explore the notion of rescaling immigration policy from the national to the local level. We will discuss the challenges and opportunities for local governance in the current federal landscape and learn about how New York City&rsquo;s approach to issues such as housing, public safety and access to public services and the effect on immigrant communities across the city.&quot;<br />
<br />
Free and open to the public",New York,Studio-X NYC
Discussions on Networked Publics #3: POLITICS,Tuesday,13,April,2010,Panel,Studio-X,"<u>Featuring:</u><br />
<strong>DEBORAH NATSIOS<br />
ENRIQUE RAMIREZ</strong><br />
and special guest <strong>STEPHEN GRAHAM</strong>, who will be launching his new book &quot;Cities Under Siege: The New Military Urbanism&quot;<br />
Moderated by<strong> KAZYS VARNELIS</strong><br />
<br />
Sponsored by Verso and the Network Architecture Lab.<br />
<br />
<u>About the series:</u><br />
&quot;The Network Architecture Lab&#39;s series of evening panels entitled &quot;Discussions on Networked Publics &quot;at Columbia University&#39;s Graduate School of Architecture, Preservation, and Planning&#39;s Studio-X continues with the mission of investigating the changing conditions of the media, architecture, and urbanism today.<br />
<br />
The mass audience and mass media analyzed by the Frankfurt School are long gone. As digital media and network technologies are increasingly integral with everyday life, the public is transforming. Today we inhabit multiple, overlapping and global networks such as user forums, Facebook, Flickr, blogs, and wikis. In lieu of watching TV, listening to the radio, or playing records, we text each other, upload images to social networking sites, remix videos, write on blogs and make snarky online comments. The media industry, which just a decade ago seemed well established, is in flux, facing its greatest challenge ever. If we can be certain of anything, it&#39;s that as Karl Marx wrote, &quot;all that is solid melts into air.&quot;<br />
<br />
In 2008, Columbia University&#39;s Network Architecture Lab published &quot;Networked Publics,&quot; a book produced in collaboration with the University of Southern California&#39;s Annenberg Center for Communication examining how the social and cultural shifts centering around new technologies have transformed our relationships to (and definitions of) place, culture, politics, and infrastructure.<br />
<br />
&quot;Discussions on Networked Publics&quot; seeks to explore the ramifications of these changes, giving particular attention to architecture and cities. In a set of five panels--culture, place, politics, infrastructure, and network society--we will explore the consequences of networked publics in detail. Our goal will be to come to an understanding of the changes in culture and society and how architects, designers, historians, and critics might work through this milieu. Discussions will be recorded for playback on the Internet and eventually edited and transcribed into a pamphlet to be made available at the conclusion of the series.&quot;<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, STE 1610<br />
1 train to Houston Street<br />
<br />
<em>Free and open to the public<br />
<br />
RSVP: info@networkarchitecturelab.org</em>",New York,Studio-X NYC
SUPERFRONT at Studio-X,Thursday,1,April,2010,Exhibition,Studio-X,"SUPERFRONT&#39;s &quot;Architecture Mixtape&quot; series launches at Studio-X April 1st, co-hosted by <strong>Jace Clayton</strong> aka<strong> DJ /rupture</strong> of mudd up! radio. <strong>Mitch McEwen</strong>, Founder and Director of SUPERFRONT, presents recent exhibits curated in both SUPERFRONT&#39;s Los Angeles and Brooklyn galleries. The audience is invited to participate in a public program that integrates music and community organizing into the production of architectural discourse. Catalog publications and the DJ/rupture-produced soundtrack will be available for purchase.<br />
<br />
<em>Free and open to the public</em>",New York,Studio-X NYC
Trans Siberia,Friday,26,March,2010,Exhibition,Studio-X,"TRANS SIBERIA explores how politics inform architecture. By traveling the length of the Trans-Siberian Railroad between January 28 and February 19, 2010, Warm Engine investigated the rise [and fall] of 20th-Century communism in the access-dependent cities that developed in Russian and China alongside the railroad&#39;s 8,061 km stretch.<br />
<br />
<strong>Warm Engine</strong> focused on the administrative centers of fourteen cities, from the Kremlin and Red Square in Moscow to the Forbidden City and Tiananmen Square in Beijing&mdash;one-third of the earth&#39;s latitude away. The dearth of publicly accessible information about these communist-era built &quot;relics&quot; belies Russian and Chinese closed-door policies. These structures have not been erased, nor discarded, with the fall of communism in Russia or the shift to capitalism in China, much like the way that imperial-era buildings were once appropriated by communists. In TRANS SIBERIA, these overlapping changeovers are explored in diagrammatic drawings that reflect the structure of the journey&mdash;exploded architectural axonometric drawings of each city&#39;s political seats of power, and their development from the early 20th Century to today, forming a continuous analysis from one city to the next along the route.<br />
<br />
Studio-X New York is a downtown studio for experimental design and research run by the Graduate Schoool of Architecture, Planning and Preservation of Columbia University. Sponsored in part by the Arts Initiative of Columbia University. This funding is made possible through a generous gift from the Gatsby Charitable Foundation.",New York,Studio-X NYC
Discussions On Networked Publics #2: PLACE,Thursday,25,March,2010,Panel,Studio-X,"<u>Featuring:</u><br />
<strong>DOUGLAS GAUTHIER<br />
AMANDA McDONALD CROWLEY<br />
CHRISTINA RAY<br />
MARK SHEPARD<br />
KEVIN SLAVIN<br />
TIM VENTIMIGLIA</strong><br />
Moderated by <strong>KAZYS VARNELIS</strong><br />
<br />
Sponsored by the Network Architecture Lab and MIT Press.<br />
<br />
<u>About the series:</u><br />
The Network Architecture Lab announces a series of evening panels entitled &quot;Discussions on Networked Publics &quot;at Columbia University GSAPP&#39;s Studio-X to investigate the changing conditions of the media, architecture, and urbanism today.<br />
<br />
The mass audience and mass media analyzed by the Frankfurt School are long gone. As digital media and network technologies are increasingly integral with everyday life, the public is transforming. Today we inhabit multiple, overlapping and global networks such as user forums, Facebook, Flickr, blogs, and wikis. In lieu of watching TV, listening to the radio, or playing records, we text each other, upload images to social networking sites, remix videos, write on blogs and make snarky online comments. The media industry, which just a decade ago seemed well established, is in flux, facing its greatest challenge ever. If we can be certain of anything, it&#39;s that as Karl Marx wrote, &quot;all that is solid melts into air.&quot;<br />
<br />
In 2008, Columbia University&#39;s Network Architecture Lab published &quot;Networked Publics,&quot; a book produced in collaboration with the University of Southern California&#39;s Annenberg Center for Communication examining how the social and cultural shifts centering around new technologies have transformed our relationships to (and definitions of) place, culture, politics, and infrastructure.<br />
<br />
&quot;Discussions on Networked Publics&quot; seeks to explore the ramifications of these changes, giving particular attention to architecture and cities. In a set of five panels--culture, place, politics, infrastructure, and network society--we will explore the consequences of networked publics in detail. Our goal will be to come to an understanding of the changes in culture and society and how architects, designers, historians, and critics might work through this milieu. Discussions will be recorded for playback on the Internet and eventually edited and transcribed into a pamphlet to be made available at the conclusion of the series.<br />
<br />
--<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, Suite 1610<br />
1 train to Houston Street<br />
<br />
<em>Free and open to the public</em>",New York,Studio-X NYC
Imagination Vessels,Monday,22,March,2010,Exhibition,Studio-X,"Over the course of one intensive week earlier this year, <strong>Sergio Cezar</strong> (artist, Rio de Janeiro) collaborated with Studio Sangue Bom 2010* in an experiment rooted in cultural exchange, poised between art and architecture.&nbsp; Coupling his low-tech approach and philosophy of &ldquo;recycle the city: recycle your view&rdquo;, with the studio participants&rsquo; inherently progressive and diverse approaches to articulate space, Sergio Cezar worked with architecture students from China, Taiwan, Peru, Colombia, Iran, Iceland, Israel, Austria, Spain and USA to create a collection of spatial constructs which were simply fueled by a live exchange of ideas and moves, simultaneously recording and projecting the transmission of imagination through action.&nbsp; Impossible to predict the outcome prior to initial engagement, the resultant vessels are inherently geared to invite wandering contemplation through spatial engagement.<br />
<br />
IMAGINATION VESSELS is an exhibition that weaves this work together with selected material from &ldquo;Feito pro Rio&rdquo; (Made for Rio), a cloud of spatial questions rapidly produced and installed by Studio Sangue Bom 2010 at Museu de Arte Moderna / MAM Rio, along with a new round of architectural explorations launched upon the studio&rsquo;s recent return from Rio.<br />
<br />
* STUDIO SANGUE BOM is an advanced architectural design studio at GSAPP: <strong>Keith Kaseman</strong>, Studio Critic; <strong>Raul Corr&ecirc;a-Smith</strong>, Cultural Coordinator; <strong>Steven Garcia</strong>, Special Forces.<br />
<br />
--<br />
<br />
<strong>Studio-X New York</strong><br />
180 Varick Street, STE 1610<br />
1 train to Houston Street<br />
<br />
<em>Free and Open to Public<br />
<br />
Sponsored by Sagatiba</em>",New York,Studio-X NYC
Foodprint NYC,Saturday,27,February,2010,Panel,Studio-X,"Foodprint NYC is the first in a series of international conversations about food and the city. From a cluster analysis of bodega inventories to the cultural impact of the ice-box, and from food deserts to peak phosphorus, panelists will examine the hidden corsetry that gives shape to urban foodscapes, and collaboratively speculate on how to feed New York in the future. The free afternoon program will include designers, policy-makers, flavor scientists, culinary historians, food retailers, and others, for a wide-ranging discussion of New York&rsquo;s food systems, past and present, as well as opportunities to transform our edible landscape through technology, architecture, legislation, and education.<br />
<br />
Panels:<br />
<br />
1-1:55pm: Zoning Diet: <strong>Sean Basinski, Joel Berg, Nevin Cohen, Stanley Fleishman</strong><br />
<br />
2-2:55pm: Culinary Cartography: <strong>Jonathan Bogarin, Makale Faber Cullen, David Haskell, Naa Oyo A. Kwate</strong><br />
<br />
3-3:55pm: Edible Archaeology: <strong>Rebecca Federman, William Grimes, Annie Huack-Lawson, David Sax</strong><br />
<br />
4-4:55pm: Feast, Famine &amp; Other Scenarios: <strong>Amale Andraos, Marcelo Coelho, Natalie Jeremijenko, Beverly Tepper</strong><br />
<br />
Moderated by <strong>Sarah Rich, Geoff Manaugh</strong> (BLDGBLOG) &amp; <strong>Nicola Twilley</strong> (Edible Geography)<br />
<br />
Sponsored by IZZE Sparkling Juice and City Bakery<br />
<br />
Book sales provided by Word Books, Brooklyn<br />
<br />
+++++++++++++<br />
<br />
Studio-X, 180 Varick Street, Suite 1610<br />
<br />
1 train to Houston Street<br />
<br />
Free and open to the public",New York,Studio-X NYC
IABR: Reports from Rotterdam,Tuesday,16,February,2010,[object Object],Studio-X,"<strong>Tobias Armborst, Daniel D&#39;Oca</strong> and <strong>Georgeen Theodore</strong>, sub-curators of the 2009 International Architecture Biennale Rotterdam, will discuss their selections from the US on the theme of the &quot;Open City: Designing Coexistence.&quot;<br />
<br />
<strong>MATHAN RATINAM</strong> and <strong>ANDREA ZALEWSKI</strong> will screen and discuss their film &quot;Cities of Preference&quot; which was produced (with <strong>Toni Schade</strong>) last summer at Studio-X for its premiere at the IABR.<br />
<br />
--<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, STE 1610<br />
New York City<br />
<br />
<em>Free and open to the public</em>",New York,Studio-X NYC
Economics for the Rest of Us: Moshe Adler and David Cay Johnston in Conversation,Thursday,11,February,2010,Discussion,Studio-X,"What good is Wall Street? How do exorbitant CEO bonuses affect all New Yorkers, as well as the physical structure and social life of their city?<br />
<br />
Please join us in celebrating the publication of Columbia GSAPP and HVA Center for Labor Studies economist <strong>MOSHE ADLER</strong>&#39;s book, &quot;Economics for the Rest of Us: Debunking the Science that Makes Life Dismal&quot; (The New Press) with a conversation between the author and Pulitzer Prize-winning investigative reporter <strong>DAVID CAY JOHNSTON</strong>.<br />
<br />
Reception to follow<br />
<br />
--<br />
<br />
<em>Free and open to the public</em><br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, STE 1610<br />
Between King and Charleton Streets<br />
1 train to Houston Street",New York,Studio-X NYC
Discussions on Networked Publics #1: CULTURE,Tuesday,9,February,2010,Panel,Studio-X,"Featuring: <strong>MICHAEL KUBO, MICHAEL MEREDITH, WILL PRINCE, ENRIQUE RAMIREZ, DAVID REINFURT, MIMI ZEIGER</strong>.<br />
<br />
Moderated by <strong>KAZYS VARNELIS</strong>.<br />
<br />
The Network Architecture Lab announces a series of evening panels entitled &ldquo;Discussions on Networked Publics &ldquo;at Columbia University&#39;s Graduate School of Architecture, Preservation, and Planning&#39;s Studio-X Soho to investigate the changing conditions of the media, architecture, and urbanism today.<br />
<br />
The mass audience and mass media analyzed by the Frankfurt School are long gone. As digital media and network technologies are increasingly integral with everyday life, the public is transforming. Today we inhabit multiple, overlapping and global networks such as user forums, Facebook, Flickr, blogs, and wikis. In lieu of watching TV, listening to the radio, or playing records, we text each other, upload images to social networking sites, remix videos, write on blogs and make snarky online comments. The media industry, which just a decade ago seemed well established, is in flux, facing its greatest challenge ever. If we can be certain of anything, it&rsquo;s that as Karl Marx wrote, &quot;all that is solid melts into air.&quot;<br />
<br />
In 2008, Columbia University&#39;s Network Architecture Lab published Networked Publics, a book produced in collaboration with the University of Southern California&#39;s Annenberg Center for Communication examining how the social and cultural shifts centering around new technologies have transformed our relationships to (and definitions of) place, culture, politics, and infrastructure.<br />
<br />
&ldquo;Discussions on Networked Publics&rdquo; seeks to explore the ramifications of these changes, giving particular attention to architecture and cities. In a set of five panels&mdash;culture, place, politics, infrastructure, and network society&mdash;we will explore the consequences of networked publics in detail. Our goal will be to come to an understanding of the changes in culture and society and how architects, designers, historians, and critics might work through this milieu. Discussions will be recorded for playback on the Internet and eventually edited and transcribed into a pamphlet to be made available at the conclusion of the series.<br />
<br />
Free and open to the public",New York,Studio-X NYC
"Transnational Latin Americanisms: LIMINAL PLACES, CULTURES, AND POWER (T)HERE",Thursday,4,March,2010,Panel,Latin Lab,,New York,Wood Auditorium
ink,Friday,29,January,2010,[object Object],Studio-X,"Opening panel: January 28, 2010, 8pm<br />
Exhibition: January 28-February 25th, 2010<br />
<br />
A series of ink on mylar drawings by <strong>MICHELLE FORNABAI</strong>, produced and exhibited for &quot;conceptual acts in concrete.&quot; Having premiered at Studio-X Beijing in July 2008, &quot;ink&quot; now travels to Studio-X New York as part of the GSAPP&#39;s growing Studio-X Global Network Initiative, the &quot;first truly global network for real-time exchange of projects, people and ideas between regional leadership cities.&quot; www.arch.columbia.edu/studiox<br />
<br />
Opening Thursday, 1/28, with an international, simulcast conversation between New York and Beijing, featuring:<br />
<br />
<strong>WEIHONG BAO</strong>, Columbia University, East Asian Languages and Cultures<br />
<strong>MICHELLE FORNABAI</strong>, Columbia University, GSAPP<br />
<br />
<strong>JONAS MEKAS</strong>, Anthology Film Archives<br />
<strong>MARK WIGLEY</strong>, Dean, Columbia University, GSAPP<br />
<br />
Simulcast Live, from Beijing:<br />
<strong>ERIC XU LI</strong>, Abitare China<br />
<strong>QING PAN</strong>, The National Art Museum of China<br />
<br />
Sponsored by DRY Soda and Original Sin Pear Cider<br />
<br />
Free and open to the public<br />
<br />
180 Varick Street, STE 1610, 1 train to Houston Street",New York,Studio-X NYC
Rapid Response: Spontaneous Architecture,Tuesday,26,January,2010,[object Object],Studio-X,"Please join Studio-X and PRE-Office for the first of an ongoing, current events-based monthly competition, Spontaneous Architecture. January&#39;s competition is now closed, but the brief may be read below. The winner will be announced at Studio-X, and all entries will be pinned-up in the Studio-X entryway.<br />
Tuesday, 1/26, 6:30pm<br />
Free and open to the public<br />
www.spontaneousarchitecture.net<br />
++++++<br />
January 2010: the 20teens<br />
New Year&#39;s Day 2010.<br />
The promises and terrors of our previously projected futures have both manifest and been forgotten.&nbsp; We are not living in a world of flying cars, intergalactic civilian travel, hovercraft skateboards, or robot assistants. But we do have real-time video chat, the Hubble telescope, maglev trains and smart phones.<br />
<br />
Images of our present future have historically been either utopian or dystopic. The technologies that were going to save us or destroy us have arguably done both to some degree, creating our greatest problems and our most significant solutions. We have more information at our fingertips than ever before and fewer critical tools to navigate that information with discrimination. We are more connected through our myriad telecommunications and more disconnected due to a growing class divide. The future is more complex than could&#39;ve been predicted: it is more nuanced and diverse than Huxley, Orwell, Le Corbusier, or Nostradamus knew.<br />
<br />
Times of crisis and calamity, like today, always put ideas in high demand: big ideas and big dreams to foster the next wave in invention and innovation on our way toward tomorrow. We are now living in what has historically been the future. Now that we are here, what is next? What is our future? This an open call for visionaries.<br />
<br />
Answers to this question can take many forms: renderings of future imagined cities, advertisements, photographs, collages, maps, etcetera. There are no limits on content--only limits on format. All submissions must be formatted as a single 8 inch by 10 inch (landscape) image, which contain no more than 100 words of text.",New York,Studio-X NYC
"Doctruck at Studio-X: ""Land and Noise, Space and Silence""",Thursday,14,January,2010,Discussion,Studio-X,"A selection of experimental non-narratives that explore cities of silence, suburbs of noise, indoor discomfort and a prison wall. Presented by Doctruck, a &quot;traveling, sporadic, fun, depressing and possibly experimental documentary series&quot; curated by <strong>Rachael Rakes</strong>. Special appearances by filmmakers <strong>Benj Gerdes</strong> and <strong>Katherin McInnis</strong>.<br />
<br />
Featuring:<br />
Democratic Looking, <strong>Benj Gerdes</strong>, 1:30, 2008<br />
Horizon Line, <strong>Katherin McInnis</strong>, 1:00, 2009<br />
Null X, <strong>Jans Groot</strong>, 6:00, 2004<br />
The Shutdown, <strong>Adam Stafford</strong>, 10:00, 2009<br />
In Order Not To Be Here, <strong>Deborah Stratman</strong>, 33:00, 2002<br />
And recent work by <strong>Pawel Wojatsik</strong><br />
<br />
--<br />
<br />
<strong>Studio-X New York</strong>, 180 Varick Street, Suite 1610<br />
<em>Free and open to the public</em>",New York,Studio-X NYC
