title,day,date,month,year,event_type,series,body,city,venue
Ilona Gaynor: Designing the Darker Sides,Wednesday,12,October,2011,Discussion,Studio-X,"<p>Studio-X NYC is delighted to host an evening with <strong>Ilona Gaynor</strong>, a designer and image maker who work consists of artificially constructed spaces, systems, and atmospheres navigated through fictional scenarios as a means with which to intensify and aestheticize the darker, invisible reaches of political, economic, and technological progress.</p>
<p>&nbsp;</p>
<p>The evening will begin with an introduction to Ilona&#39;s recent and current work, including Everything Ends in Chaos, an attempt to create an artificial Black Swan; a speculative Vegas casino heist; and conceptual furniture that lives as long as you do. Ilona&#39;s presentation will be followed by a moderated discussion and open Q&amp;A.</p>
<p>&nbsp;</p>
<p>Ilona is a recent graduate of the Design Interactions MA course at the Royal College of Art, she also holds a first class BA in Moving Image Design from Ravensbourne College of Design and Communication in London. She has worked professionally for some of the worlds most prestigious design agencies including IDEO, Imagination and United Visual Artists. She is also the winner of The Ridley Scott Associates award, artist in residence for 2011/12.</p>
",New York,Studio-X NYC
Not a Wasted Region - hosted by Columbia AUD,Tuesday,11,October,2011,Discussion,Studio-X,"<p>GSAPP faculty member <strong>Moji Baratloo</strong> moderates a conversation on parallel activities addressing &quot;Waste and Lifestyle&quot; and &quot;Rural &amp; Urban Spaces.&quot;</p>
<p><br />
	Guests include <strong>Barbara Chnot Camus</strong> on SUR LE SENTIER DES LAUZES, <strong>Bowie Zunino </strong>and <strong>Jeff Barnett-Winsby</strong> on the WASSAIC PROJECT, and <strong>Stephen Zacks</strong> on THE FLINT PUBLIC ART PROJECT + LIGHT-ART FESTIVAL IN GREENPOINT.</p>
<p>&nbsp;</p>
<p>Free and open to the public.&nbsp;</p>
<p>RSVP required (studioxnyc@gmail.com).</p>
",New York,Studio-X NYC
Pulsation in Architecture,Monday,10,October,2011,[object Object],Studio-X,"<p>A symposium to mark the publication of Eric Goldemberg&#39;s book, <em>Pulsation in Architecture</em>, by bringing together the book&#39;s contributors with Columbia University GSAPP faculty in order to discuss the evolution of the digital design culture, originally spawned at Columbia&#39;s GSAPP program in the early 90s.</p>
<p>&nbsp;</p>
<p>Panelists: <strong>Bernard Tschumi</strong>, <strong>Hernan Diaz Alonso</strong>, <strong>David Benjamin</strong>, <strong>Ali Rahim</strong>, <strong>David Ruy</strong>, <strong>Ferda Kolatan</strong>,<strong> Matias del Campo</strong>, and <strong>Mark Gage</strong>.</p>
<p>&nbsp;</p>
<p>The discussions will be moderated by <strong>Galia Solomonoff</strong> and <strong>Eric Goldemberg</strong>.</p>
<p>&nbsp;</p>
<p>This book release/symposium will be organized into two main suites: the first half will be focused on a kind of generational self-reflection, looking back at the school throughout the 1990s and into the present; then, after a break, the second half will look at formal continuities (and discontinuities) between today and the GSAPP of the 1990s.</p>
<p>&nbsp;</p>
<p>Organized by Eric Goldemberg, MONAD Studio / Florida International University.</p>
<p>&nbsp;</p>
<p>Studio-X New York<br />
	180 Varick Street, suite 1610<br />
	New York, NY</p>
<p>&nbsp;</p>
<p>Free and Open to Public</p>
",New York,Studio-X NYC
Urban Experiences in India and China,Tuesday,4,October,2011,Lecture,Studio-X,"<p><span style=""font-size:14px;""><strong>Peter van der Veer</strong></span><br />
	Director, Max Planck Institute for the Study of Religious and Ethnic Diversity, Gttingen<br />
	Tata Chair in Social Sciences, Tata Institute of Social Sciences</p>
<p>&nbsp;</p>
<p>As a historical trend, people across the world have been moving from the countryside to cities. 70% of the world&#39;s population will be urban by 2050, compared to only 10% a century ago. China and India are no exception, but the ways in which these two countries are undergoing urbanization are very different. This presentation examines urban governance in Shanghai and Mumbai, two post-colonial port cities that are comparable in size. Join us for an exploration of differing strategies and outcomes of urban citizenship, housing and public manifestations of religion. We will investigate theories of citizenship, civil society, and the public sphere in relation to issues of development.<br />
	<br />
	<strong>Peter van der Veer</strong> is Director at the Max Planck Institute for the Study of Religious and Ethnic Diversity in Gttingen and University Professor (Professor-at-Large) at Utrecht University. He also holds the Tata Chair in Social Sciences at the Tata Institute for Social Science in Mumbai. Previously he was a Professor of Anthropology at the University of Amsterdam and at the University of Pennsylvania. He has held visiting positions at the London School of Economics, the University of Chicago, the Ecole des Hautes Etudes en Sciences Sociales in Paris and the Institute for Advanced Study in Princeton. He is a Fellow of the Royal Dutch Academy of Arts and Sciences and recipient of that Academy&#39;s most prestigious award in the Social Sciences. He has been Chairman of the International Institute for Asian Studies (IIAS) and Co-Chairman of the Indo-Dutch program in Alternatives in Development (IDPAD). He is a senior consultant of the India-China Institute and has been a Distinguished Visiting Professor at the New School in New York.<br />
	<br />
	Professor van der Veer&#39;s scholarly work includes ethnographic studies of pilgrimage to Ayodhya and of Sufi shrines in Surat as well as historical studies of nationalism in Britain, India and China. His major publications include <em>Gods on Earth</em> (Oxford University Press),<em> Religious Nationalism</em> (University of California Press) and<em> Imperial Encounters </em>(Princeton University Press). Currently his work focuses on the interface between culture, society and religion in India and China. He is the co-editor of a book on middle-class consumption in India and China and he is finishing a manuscript on religion and nationalism in India and China.<br />
	<br />
	The<em> UrbanAsia</em> series brings together experts from various fields to incite dialogue on the challenges and benefits of urbanization in a multi-disciplinary manner. The series attempts to catalyse action towards the sustainable growth of Asia&#39;s cities.</p>
<p>&nbsp;</p>
<p>To learn more about upcoming programmes, please visit&nbsp;<a href=""http://asiasociety.org/centers/india"">WWW.ASIASOCIETY.ORG/CENTERS/INDIA</a></p>
",Mumbai,Studio-X Mumbai
Letters to a Young Architect Book Launch and Reading,Saturday,24,September,2011,Book Launch,Studio-X,"You are cordially invited to the Launch and Book reading of<br />
<strong>&quot;Letters to a Young Architect&quot;</strong><br />
By Architect&nbsp;<strong>Christopher Charles Benninger</strong><br />
&nbsp;<br />
Presented by<strong>&nbsp;Kamu Iyer</strong>, Architect<br />
Moderated by&nbsp;<strong>Kaiwan Mehta</strong>, Architect, Educator &amp; Author<br />
&nbsp;<br />
Studio-X Mumbai<br />
Kitab Mahal,Fourth Floor,192, D N Road, Fort Mumbai 400001<br />
(Adjacent to New Excelsior Cinema)",Mumbai,Studio-X Mumbai
Designregions / Designlocal,Tuesday,20,September,2011,Discussion,Studio-X,"<p>&quot;Waste and lifestyle&quot; in the regional and urban context raises important questions about what we can do as designers to understand and operate in the city. Architects and urban designers Mitch McEwen and Ward Verbakel will discuss their work, which ranges from identifying acts of war and intervention to the re-taking of peripheral and underutilized spaces.</p>
<p>&nbsp;</p>
<p><strong>Mitch McEwen</strong>, Principal of A. Conglomerate and founder of SUPERFRONT, is a recipient of the The New York State Council on the Arts 2010 Independent Projects awards for Architecture, Planning and Design. The Akademie Schloss Solitude has granted her a residency fellowship in architecture for 2012-2013. Her architectural work has been published in ARTnews, Architectural Record and the New York Times. Her articles on various aspects of urbanism and critical practice have published in SLUM Lab magazine, Domus, and Souls: A Critical Journal of Black Politics, Culture and Society at Columbia University. Since founding SUPERFRONT in January 2008, she has curated more than fifteen exhibits and published 4 exhibition catalogues. She has taught as an Adjunct Assistant Professor at Columbia GSAPP and Instructor at NJIT College of Architecture and Design. She holds an M.Arch from Columbia GSAPP and A.B. from Harvard.</p>
<p>&nbsp;</p>
<p><a href=""http://BLACKSITES.INFO"">WWW.BLACKSITES.INFO</a><br />
	<a href=""http://CONGLOMERATE.SUPERFRONT.ORG"">WWW.CONGLOMERATE.SUPERFRONT.ORG</a></p>
<p>&nbsp;</p>
<p><strong>Ward Verbakel</strong> co-founded plusofficearchitects in 2006. This multidisciplinary practice is based in Brussels and quickly became one of Belgium&#39;s promising design studio&#39;s, working on various design projects ranging from landscape urbanism and master planning to residential and cultural projects. Ward is currently developing the masterplan for a cluster of towns around Lommel, the redevelopment strategy for the Durance valley in France and the reconversion of an 11ha railyard in Essen. The design team he led, was one of five finalists for the Greenway linear park, part of the London 2012 Olympic park. Ward has thought graduate design studio&#39;s at GSAPP Columbia University, KULeuven and the European Master of Urbanism. Recently Ward has joined the editorial board of A+, Belgian&#39;s national Architecture magazine and was a jury member for the national architectural awards.</p>
<p>&nbsp;</p>
<p><a href=""http://WWW.PLUSOFFICE.EU"">WWW.PLUSOFFICE.EU</a></p>
",New York,Studio-X NYC
The Five Borough Studio,Saturday,17,September,2011,Exhibition,Studio-X,"<p>As a participant in <strong>Urban Design Week 2011</strong>, Studio-X will host an exhibition curated by the 2011 Urban Design Summer Studio.</p>
<p><br />
	On display will be urban design mixed media representations of the diverse and varying infrastructure systems that define New York City. The exhibit will set the stage for an evening panel discussion: Infrastructures for a Healthy NYC. A selection of the student&#39;s final project completed during the summer will be used as the basis and starting point for the discussion.<br />
	<br />
	Studio-X New York<br />
	180 Varick Street<br />
	Suite 1610</p>
<p><br />
	Free and Open to Public</p>
",New York,Studio-X NYC
Park(ing) Day Rio,Friday,16,September,2011,Workshop,Studio-X,"Na sexta-feira dia 16 de setembro, na Praa Tiradentes, vaga em frente ao nmero 48, faremos:<br />
&nbsp;<br />
16h - Passeio Completo na vaga com bike sound system<br />
&nbsp;<br />
18h - Debate na vaga: Carro X espao pblico<br />
<strong>Alexandre Sanso</strong>&nbsp;(Secretrio Municipal de Transportes)<br />
<strong>Roberto Adler</strong>&nbsp;(ITDP)<br />
<strong>Washington Fajardo</strong>&nbsp;(Subsecretrio Municipal de Patrimnio Cultural, Interveno Urbana, Arquitetura e Design)<br />
&nbsp;<br />
20h - DJ Quito na vaga com vinis do Wilson<br />
&nbsp;<br />
Apoio: Studio X-Rio, ITDP, Secretaria Municipal de Cultura, CET-Rio<br />
Realizadores:&nbsp;<strong>Adriana Sanso</strong>,<strong>&nbsp;Ana Louback</strong>,&nbsp;<strong>Marina Kosovski</strong>,&nbsp;<strong>Pedro Vora,&nbsp;Pedro Rivera,&nbsp;Raul Bueno</strong>,&nbsp;<strong>Tatiane Martins Carrer</strong><br />
Parceiros: Passeio Completo, Rua Arquitetos, Stefano Aguiar, Trilharte Fotografia e Aventura, Bambutec<br />
<a href=""http://parkingday.org/"">www.parkingday.org</a>&nbsp;(original concept by:&nbsp;<a href=""http://rebargroup.org/"">rebargroup.org</a>)<br />
&nbsp;<br />
em caso de chuva o evento acontecer no Studio-X<br />
",Rio De Janeiro,
Conflict/Cities: Simon Norfolk and Noah Shachtman in Conversation,Tuesday,13,September,2011,Discussion,Studio-X,"<p>Join us for the first in a series of conversations exploring the way war shapes cities, and urban space resists, reacts to, and otherwise re-designs violence. Two half-hour live interviews will be followed by an open conversation. The first is with photographer <strong>Simon Norfolk</strong>, whose most recent work, <a href=""http://www.simonnorfolk.com/burkenorfolk/"">Burke + Norfolk</a>, explores the current conflict in Afghanistan in dialogue with Irish photographer John Burke, who covered the same territory during the second Anglo-Afghan War of 1878-80. The second interview is with <strong><a href=""http://noahshachtman.com/blog/about"">Noah Shachtman</a></strong>, journalist and editor of Wired&#39;s &quot;<a href=""http://www.wired.com/dangerroom/"">Danger Room</a>&quot; blog on national security. Topics covered will include the shifting location and nature of the battlefield, the influence of technology on urban conflict, as well as the challenges of representing and documenting war as an artist, photographer, or journalist.</p>
<p>&nbsp;</p>
<p><span style=""color: rgb(10, 10, 10); font-family: arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left; background-color: rgb(248, 249, 249); "">Photograph from <a href=""http://www.simonnorfolk.com/burkenorfolk/"">Burke + Norfolk, Photographs from the War in Afghanistan,</a></span><span style=""color: rgb(10, 10, 10); font-family: arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left; background-color: rgb(248, 249, 249); "">&nbsp;by John Burke and Simon Norfolk.</span></p>
",New York,Studio-X NYC
What happened?,Monday,12,September,2011,Discussion,Buell,"<p>A conversation with <strong>Michel Abboud</strong>, <strong>Amale Andraos</strong>,<strong> Robert Beauregard</strong>, <strong>Andrew Bernheimer</strong>, <strong>Vishaan Chakrabarti</strong>,<strong> Karen Fairbanks</strong>, <strong>Laurie Hawkinson</strong>, <strong>Florian Idenburg</strong>, <strong>Laura Kurgan</strong>, <strong>David Lewis</strong>, <strong>Scott Marble</strong>, <strong>Gregg Pasquarelli</strong>, <strong>Susan Rodriguez</strong>, <strong>Leopoldo Sguera</strong>,<strong> David Smiley</strong>, <strong>David Stark</strong>, <strong>Bernard Tschumi</strong>, <strong>Marc Tsurumaki</strong>,<strong> Henry Smith-Miller</strong>, and <strong>Dan Wood</strong>.</p>
<p>&nbsp;</p>
<p>Moderated by <strong>Reinhold Martin</strong>, GSAPP, and organized by The Temple Hoyne Buell Center for the Study of American Architecture</p>
<p>&nbsp;</p>
<p>A conversation over drinks and around a table. Due to room-capacity restrictions, overflow seating and extra refreshments will be accommodated in adjacent spaces with simulcast coverage.</p>
<p>&nbsp;</p>
<p><span style=""font-size: 13px; line-height: 20px; "">For more information visit&nbsp;</span><a href=""http://buellcenter.org/public-matters-new-york-architecture-after-911.php"" style=""border-style: initial; border-color: initial; font-size: 13px; line-height: 20px; "">BuellCenter.org</a><span style=""font-size: 13px; line-height: 20px; "">.</span></p>
",New York,"100 Level, Avery Hall"
What makes architecture public?,Friday,9,September,2011,Exhibition,Buell,"<p>an exhibition curated by The Temple Hoyne Buell Center for the Study of American Architecture<br />
	<br />
	The refrain &quot;everything has changed&quot; echoed throughout public life in the wake of September 11, 2001. International attention focused on the symbolic architectural response at Ground Zero, which became the center of a wide-raging public discussion that affected architecture in New York more broadly during the ensuing decade. By displaying excerpts from procedures such as design reviews, civic forums, and marketing alongside the photographic portraits of eleven representative architectural projects around a forty-eight foot long communal table in Columbia University&#39;s Avery Hall caf&eacute;, <em><strong>Public Matters: New York Architecture after 9/11</strong></em> invites audiences to reconsider architecture&#39;s role as a matter of public concern during a period of dramatic historical change. The exhibition is introduced by a selection of materials documenting the public discussions surrounding the Ground Zero site assembled by Columbia&#39;s Center on Organizational Innovation.</p>
",New York,"100 Level, Avery Hall"
Geologic City: a Field Guide to the GeoArchitecture of New York,Thursday,8,September,2011,Book Launch,Studio-X,"<p>Celebrate the publication of Geologic City. Get your own field guide, interact with an exhibition based on the guide, and sense the geologic forces of the City we inhabit as they pulse outside and through the 16th floor windows of Studio-X.</p>
<p><br />
	<strong>FIELD GUIDE OVEVIEW:</strong> <em>Geologic City: a Field Guide to the GeoArchitecture of New York</em> takes you to 20 sites where you can sense the geologic pulse of New York City. With the field guide in hand, residents and visitors are able to interact with both unfamiliar and iconic New York architecture and infrastructure in unexpected ways: by sensing for themselves the forces and flows of geologic material that give form to the built environment of the City. The City&#39;s architecture and infrastructure depends upon extractions of geologic materials that took millennia to form. Yet, we have virtually no cultural awareness of this reality. Some people argue that this is because humans are cognitively incapable of imagining deep time. We disagree. With this field guide, we offer a speculative tool that humans can use to project their imaginations into deep time as they move through the City. We believe that as works made in response to geologic time become more common, human capacities to design, imagine, and live in relation to deep time will expand.<br />
	<br />
	Free and Open to Public</p>
<p><br />
	Studio-X NYC</p>
<p>180 Varick Street</p>
<p>Suite 1610<br />
	&nbsp;</p>
",New York,Studio-X NYC
The Unplannable City,Saturday,3,September,2011,[object Object],Studio-X,"<p>Digital tools for architecture, urbanism and planning in the complex/emergent/self organizing topographies of Mumbai.</p>
<p>&nbsp;</p>
<p>Current planning and design practice has a systemic failure in addressing emergence and complexity. Existing approaches based on outdated methodologies attempt to mould cities into grand visions, primarily based on economic models, leading increasingly to repetition of failed urban experiments and the Socio-Political exclusion of many.</p>
<p>&nbsp;</p>
<p>How do we design for the unplanned/excluded?<br />
	How can we influence and encourage positive tangencies within constantly changing cities?</p>
<p>&nbsp;</p>
<p>To explore these and other questions &amp; issues please join us for the opening of the exhibition as well as a series of lectures on the subject.</p>
<p>&nbsp;</p>
<p><strong>Exhibition</strong></p>
<p>September 3-17 2011</p>
<p>10:00am 6:30pm</p>
<p>&nbsp;</p>
<p><strong>Exhibition Opening &amp; Lecture/Panel </strong></p>
<p>Saturday September 3 2011</p>
<p>7:00pm</p>
<p>&nbsp;</p>
<p><strong>Lecture - Digital Urban Methods </strong></p>
<p>Friday September 9 2011</p>
<p>6:30pm</p>
<p>&nbsp;</p>
<p>Studio-X Mumbai</p>
<p>Kitab Mahal Fourth Floor</p>
<p>192, D N Road Fort</p>
<p>Mumbai 400 001</p>
",Mumbai,Studio-X Mumbai
Landscape Futures Night School with guest Liam Young,Thursday,1,September,2011,Lecture,Studio-X,"<p>The first guest in our new &quot;Night School&quot; series, <strong>Liam Young</strong>, co-founder of futures think tank <a href=""http://www.tomorrowsthoughtstoday.com/"">Tomorrows Thoughts Today</a> and leader of the <a href=""http://www.unknownfieldsdivision.com/"">Unknown Fields Division</a> nomadic design studio (newly returned from a summer expedition to Chernobyl and Baikonur), will be joining us to introduce some of his <a href=""http://glitchfiction.com/project/specimens_of_unnatural_history"">Specimens of Unnatural History</a>, recently installed as part of curator Geoff Manaugh&#39;s <a href=""http://www.nevadaart.org/exhibitions/detail?eid=198"">Landscape Futures</a> exhibition at the Nevada Museum of Art.</p>
<p><br />
	Following on from that, Liam and Geoff will be leading an interactive conversation, whiteboard brainstorm, and armchair journey around the world, exploring fieldwork as a form of research toward site-specific responses. Expect to discuss everything from Australian kangaroo culls and invasive species bio-control to conflict metals and boat rentals in the Congo, as a springboard to generate alternative scenarios and explore their spatial implications.</p>
<p><br />
	Studio-X New York<br />
	180 Varick Street<br />
	Suite 1610</p>
",New York,Studio-X NYC
LI@SX: Deborah Estrin,Thursday,1,September,2011,Live Interview,Studio-X,"<p>Bring a brown bag lunch to Studio-X New York on Thursday, September 1st for the first of a series of &quot;Live At Studio-X&quot; events.</p>
<p><br />
	Our talk this week will be with <a href=""http://research.cens.ucla.edu/people/estrin/""><strong>Deborah Estrin</strong></a>, Professor of Computer Science at UCLA, and co-director of a new non-profit, <a href=""http://openmhealth.org/"">openmhealth.org</a>. In 2003, Estrin was named one of Popular Science magazine&#39;s &quot;Brilliant 10&Prime; for her work on embedded sensor networks. Meanwhile, Foodprint Project fans may recognise her name as one of the main forces behind their new project: <a href=""http://www.foodprintproject.com/la/"">creating a crowd-sourced map of Los Angeles&#39; food consumption patterns</a>.<br />
	<br />
	Studio-X New York<br />
	180 Varick Street<br />
	Suite 1610</p>
<p><br />
	Free and Open to Public</p>
",New York,Studio-X NYC
MAD Salon,Saturday,6,August,2011,Salon,Studio-X,"<strong>MAD</strong>, in collaboration with Studio X Mumbai, will be holding a discussion with architecture historian <strong>Sebastien Radouan</strong>, who will talk about housing for low-income families, focusing in particular on the works of architect <strong>Andre Lurcat</strong> in Seine-Saint-Denis, France.<br />
<br />
Lecture will be followed by a discussion.<br />
<br />
--<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal Fourth Floor 192 D. N. Road<br />
Opposite New Excelsior Cinema<br />
Fort<br />
<br />
<em>Free and Open to Public Tea, coffee and snacks will be served</em>",Mumbai,Studio-X Mumbai
Operation Barra Megamix,Saturday,25,June,2011,Workshop,Studio-X,"Operation Barra Megamix is an Urban Planning and Architecture Research workshop with <strong>Keith Kaseman, Raul Correa-Smith</strong>, and<strong> Pedro Rivera</strong>.",Rio De Janeiro,Studio-X Rio
Spacesuit: Fashioning Apollo,Tuesday,14,June,2011,Book Launch,Studio-X,"<strong>About the book:</strong><br />
<br />
When Neil Armstrong and Buzz Aldrin stepped onto the lunar surface in July of 1969, they wore spacesuits made by Playtex: twenty-one layers of fabric, each with a distinct yet interrelated function, custom-sewn for them by seamstresses whose usual work was fashioning bras and girdles. This book is the story of that spacesuit. It is a story of the Playtex Corporation&rsquo;s triumph over the military-industrial complex&mdash;a victory of elegant softness over engineered hardness, of adaptation over cybernetics.<br />
<br />
Playtex&rsquo;s spacesuit went up against hard armor-like spacesuits designed by military contractors and favored by NASA&rsquo;s engineers. It was only when those attempts failed&mdash;when traditional engineering firms could not integrate the body into mission requirements&mdash;that Playtex, with its intimate expertise, got the job.<br />
<br />
Spacesuit tells the story of the twenty-one-layer spacesuit in twenty-one chapters addressing twenty-one topics relevant to the suit, the body, and the technology of the twentieth century. He touches, among other things, on eighteenth-century androids, Christian Dior&rsquo;s New Look, Atlas missiles, cybernetics and cyborgs, latex, JFK&rsquo;s carefully cultivated image, the CBS lunar broadcast soundstage, NASA&rsquo;s Mission Control, and the applications of Apollo-style engineering to city planning. The twenty-one-layer spacesuit, de Monchaux argues, offers an object lesson. It tells us about redundancy and interdependence and about the distinctions between natural and man-made complexity; it teaches us to know the virtues of adaptation and to see the future as a set of possibilities rather than a scripted scenario.<br />
<br />
fashioningapollo.com<br />
c-lab.columbia.edu<br />
<br />
--<br />
<br />
<strong>Studio-X</strong><br />
180 Varick St. Suite 1610<br />
New York, NY<br />
212.989.2398",New York,Studio-X NYC
Women in Housing and Finance,Thursday,5,May,2011,Forum,Studio-X,"Please join Women in Housing and Finance for a thought-provoking forum on the extensive applications and benefits of Building Information Modeling (BIM) technology from the architect&#39;s, construction manager&#39;s, and owner/developer&#39;s perspectives.<br />
<br />
&ldquo;BIM&rdquo; refers to dynamic building modeling software that goes beyond 3-D, utilizing time as the 4th dimension and cost as the 5th, to increase productivity in design and construction and improve ease of building maintenance for the long term.<br />
<br />
BIM creates value through project team integration, improved visualization and clash detection, scheduling and sequencing, and cost estimating and can ultimately lead to shorter timelines and reduced costs.<br />
<br />
Our co-sponsor, Microdesk, will kick off the evening with an overview of this powerful technology, to be followed by a lively discussion among our panelists about BIM&rsquo;s potential to transform design, development and delivery.<br />
AIA/CES continuing education credits (2 LUs) will be offered for this event.<br />
<br />
Co-Sponsor / Keynote: MICRODESK<br />
Panelists:<br />
<strong>Coren Sharples</strong>, Principal, SHoP Architects<br />
<strong>Scott Wood</strong>, Director of Virtual Construction Services, Tishman Construction<br />
<strong>Joseph Mannino</strong>, Associate VP of Capital Project Management, Columbia Univ.<br />
<br />
--<br />
<br />
Date: Thursday, May 5, 2011<br />
Time: 6:00 &ndash; 6:30 PM Refreshments &amp; Networking<br />
6:30 &ndash; 8:00 PM Presentation &amp; Panel Discussion<br />
Place: Studio-X, 180 Varick Street, Suite 1610 (between King and Charlton Streets, Manhattan)<br />
Cost: Members &amp; Students: $10 / Non-Members $15<br />
RSVP: By Tuesday, May 3, 2011<br />
<br />
To RSVP: Go to www.whf-ny.org and click on the RSVP to Events tab to reserve and to charge payment to your credit card.",New York,Studio-X NYC
Art=Relief Benefit Auction for Japan,Saturday,30,April,2011,Benefit,Studio-X,"<strong>General Architecture Collaborative</strong> is organizing an event to bring together a community of emerging and established artists from the New York area and beyond to show our love for Japan.<br />
<br />
Where:<br />
<strong>Studio X</strong><br />
180 Varick St. Suite 1610, New York, 10014<br />
www.arch.columbia.edu/studiox/newyork<br />
[Studio-X is a downtown studio for experimental research run by the Graduate School of Architecture, Planning and Preservation of Columbia University.]<br />
The event is hosted by the <strong>Urban Landscape Lab</strong> at Columbia University (www.urbanlandscapelab.org).<br />
<br />
When:<br />
6 PM - 10PM<br />
Saturday, April 30th 2011<br />
<br />
For more about Art=Relief and the participating artists, please visit: www.gacollaborative.org<br />
To register for the event and to browse the auction items, please visit: www.artrelief.auctionmm.com<br />
On-line pre-bidding begins on Wednesday at noon.<br />
Registration is $25 on-line, and $30 at the door. Open bar.<br />
<br />
100% of the proceeds from the Auction will be donated to relief organizations tirelessly working on the ground.<br />
For more information on the organizations receiving funds, please visit: www.japansociety.org/fund_recipients<br />
<br />
General Architecture Collaborative is a non-profit design firm working with underrepresented communities in the United States and Africa.<br />
<br />
Art=Relief is made possible by generous donations from Syracuse University (sucrane.wordpress.com), Auction MM, Food Exchange, Klassic E &amp; G Bindery, Midstate Printing Corporation, Trader Joe&rsquo;s, and Unisource.",New York,Studio-X NYC
ICT for Better Cities,Tuesday,26,April,2011,Panel,Studio-X,"<strong>The Urban Vision&nbsp;&amp;&nbsp;Studio-X Mumbai&nbsp;&nbsp;</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />
&nbsp;<br />
Presents:<br />
<br />
ICT For BETTER CITIES<br />
<br />
Date: 26th April 2011<br />
Time: 6 pm- 8 pm<br />
Venue: Studio X Mumbai<br />
<br />
<em>Limited Seats. RSVP Needed.</em> Please Register: http://bit.ly/dH5ICk<br />
<br />
Information Communication Technologies and Web 2.0 tools are transforming the way cities are run and planned. Next generation urbanization that is enabled by technology will offer new ways of looking at key city components like: Buildings, energy, transport, water, sewage, public spaces, and public health and security as well as governance &amp; management. This symposium highlights some such ideas and examples of ICT used as an agent of social change.<br />
&nbsp;<br />
Speakers Include:<br />
<br />
&middot; &ldquo;Intelligent Urbanisation : <strong>Relina Bulchandani</strong> , Global Lead, Connected Real Estate Internet Business Solutions Group, CISCO<br />
<br />
&middot; Social Media Advocacy: <strong>Mayanak Gandhi</strong> ,Maharashtra Co-ordinator , India Against Corruption<br />
<br />
&middot; Towards&nbsp; Smart Cities . <strong>Sreenath P Venkatesan,</strong> Vice-President - Smarter Planet Solutions IBM India Private Ltd<br />
<br />
&middot; Social Media for Social Good: <strong>Prathima Manohar</strong> , The Urban Vision<br />
<br />
&middot; ICT &amp; Social Innovation, <strong>Ravi Ghate</strong> , SMSONE<br />
<br />
<br />
The format includes brief addresses on key issues followed by discussions.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />
<br />
--<br />
<br />
<strong>Studio X Mumbai</strong><br />
Kitab Mahal<br />
Fourth Floor<br />
192, D N Road<br />
Fort, Mumbai 400 001&nbsp; (Diagonally Opposite CST adjacent to New Excelsior Cinema)",Mumbai,Studio-X Mumbai
FLOW/CUT: The Fluid City,Friday,15,April,2011,[object Object],Studio-X,"FLOW/CUT will collect and insert the works &amp; documentation produced during the public art project entitled &quot;The Fluid City&quot;. The singular projects will come together allowing us to contemplate new ways of seeing, experiencing &amp; interacting with the element of water.<br />
<br />
Curated &amp; produced by <strong>ArtO2</strong> and the <strong>Mohile Parikh Center</strong> in collaboration with Studio-X, the installations, photographs &amp; videos originated by the urban interventions of <strong>Tushar Joag, Pradeep L. Mishra, Prajakta Potnis, Sharmila Samant, Vijay Sekhon, Uday Shanbhag </strong>and<strong> Parag Tandel</strong> will create a dialogue as they articulate their tales on water in the city.<br />
<br />
Please join us for the opening of the public art exhibition &#39;FLOW/CUT&#39; followed by a discussion session entitled &quot;Of Denial and Desire: The Paradoxes of Water in the City&quot;<br />
<br />
Participating artists:<br />
<strong>Tushar Joag<br />
Pradeep L. Mishra<br />
Prajakta Potnis<br />
Sharmila Samant<br />
Vijay Sekhon<br />
Uday Shanbhag<br />
Parag Tandel</strong><br />
<br />
Speakers:<br />
<strong>Tasneem Mehta<br />
Jeroo Mulla<br />
Simpreet Singh</strong><br />
<br />
Discussants:<br />
<strong>Claudio Maffioletti<br />
Amrita Gupta Singh<br />
Rajeev Thakker</strong><br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal<br />
Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400 001<br />
(Opposite New Excelsior Cinema / entrance on DN Road)<br />
<br />
<em>Free &amp; open to the public</em>",Mumbai,Studio-X Mumbai
