title,day,date,month,year,event_type,series,body,city,venue
Design Intelligence: Africa 2.0,Tuesday,6,November,2012,Discussion,[object Object],"Global Africa Lab (GAL), Columbia University Graduate School of Architecture, Planning and Preservation&rsquo;s experimental design and research lab for using new technologies and media to explore the spatial topologies of the African continent and its diaspora, will host Design Intelligence: Africa 2.0 (DI:A) - Expanding the Field of Architectural Praxis at Fox Street Studios in Johannesburg&rsquo;s Maboneng Precinct on November 5, 2012 from 19h00 to 21h00.<br />
<br />
DI:A 2.0 - Expanding the Field of Architectural Praxis will feature a public conversation between several leading innovators in architecture, design, scholarship, urbanism, and art from South Africa and the U.S. This multi-talented group will illuminate how practice has expanded to engage with urban design, activist practices, radical theory and history, site-specific art, new technologies, and other experimental modes of working. The participants and audience will also debate the catalysts for the expanding field of praxis by considering how the pressures of social inequalities, rapid urbanization, ecological challenges, and political instabilities compel architects in South Africa to think and work differently.<br />
<br />
Imagining future built environments for sites in regions of intense transformation is a core question at GSAPP. In recent years it has developed Studio-X, an advanced global network of research laboratories for exploring the future of cities with locations in New York, Amman, Beijing, Mumbai, and Rio de Janeiro with the possibility of opening a site in Johannesburg in the near future. &ldquo;Johannesburg is itself a great laboratory, a dynamic epicenter of radical change, which is the ideal setting to think together about the future of cities,&rdquo; says Mark Wigley, Dean of GSAPP.<br />
<br />
<u>PROGRAM</u><br />
<br />
MONDAY, NOVEMBER 5 19H00 &ndash; 21H00<br />
Design Intelligence: Africa 2.0 (DI:A) - Expanding the Field of Architectural Praxis<br />
Organized by Global Africa Lab (GAL), Columbia University&rsquo;s GSAPP, Studio-X, and MoDILA<br />
<br />
<u>Venue:</u><br />
Fox Street Studios first floor<br />
280 Fox Street (Corner Fox/Kruger)<br />
The Maboneng Precinct<br />
Johannesburg<br />
South Africa<br />
<br />
<u>Participants:</u><br />
JHONO BENNETT, Architect<br />
THORSTEN DECKLER Architect, 26&rsquo;10<br />
MARIO GOODEN, Professor of Practice, Columbia GSAPP and Architect Huff + Gooden<br />
HANNAH LE ROUX, Senior Lecturer, School of Architecture and Planning, WITs<br />
MOLEMO MOILOA, Artist<br />
MOKENA MAKEKA, Makeka Design Lab and founder &ndash; MoDILA<br />
MPHO MATSIPA, Lecturer, School of Architecture and Planning, WITs<br />
MPHETI MOROJELE, Architect, MMA Architects<br />
CARSON SMUTS, Architect, Studio NU and Adjunct Professor, Columbia GSAPP<br />
MABEL O. WILSON, Associate Professor, Columbia GSAPP<br />
<br />
--<br />
<br />
<u>ABOUT THE ORGANIZERS</u><br />
<br />
GLOBAL AFRICA LAB (GAL)<br />
<strong>Mario Gooden</strong>, co-Director<br />
<strong>Mabel O. Wilson</strong>, co-Director<br />
Through design methods and research aided by new technologies and media, Global Africa Lab (GAL) explores the spatial topologies of the African continent and its diaspora. GAL&#39;S s innovative research and pedagogical agenda examines how the unique political histories and the contemporary forces of globalization shape the architecture, urbanism, culture and ecologies of these places.<br />
arch.columbia.edu/labs/global-africa-lab<br />
<br />
STUDIO-X GLOBAL NETWORK INITIATIVE<br />
<strong>Studio-X</strong> is a global network of advanced research laboratories for exploring the future of cities launched in 2008 by Mark Wigley, Dean of GSAPP. With Studio-X locations in the historic hearts of Beijing, Mumbai, New York, Rio de Janeiro and labs in Amman and Tokyo it is the first truly global network for real-time exchange of projects, people, and ideas between regional leadership cities in which the best minds from Columbia University can think together with the best minds in Latin America, the Middle East, Africa, Eastern Europe, and Asia - rebooting the global conversation.<br />
arch.columbia.edu/studio<br />
<br />
MUSEUM OF DESIGN, INNOVATION, LEADERSHIP &amp; ART (MODILA)<br />
<strong>MODILA</strong> will be the centerpiece of an urban renewal initiative that will locate itself around a design precinct and high impact innovation cluster of technology, innovation art and leadership in Cape Town. Its purpose is to transform the cultural landscape, and act as an education platform of international significance to advance a Pan African project of cultural, entrepreneurial and technological renewal.<br />
modilatrust.co.za",Johannesburg,"Fox Street Studios, Johannesburg"
"Modernity, Architecture and Urban Life in the Arab Region",Sunday,4,November,2012,Symposium,Studio-X,"This event will spark dialogue between various studies conducted on Modernity in Arab cities. A step towards a regional mapping of local narratives of modern architecture in the Arab Region, it facilitates an understanding of the links and ruptures within the modern architectural and urban transformations of different Middle Eastern cities. How do architectural modern representations in cities such as Amman, Beirut, Baghdad, Casablanca, Ramallah or Cairo from the mid-20th century redefine the singular or universal notion of Modernity? And how are such representations emerging today in contemporary architecture in Arab cities creating a stage for a new modern architectural language that is responsive to its social, economical and political context? (scroll down for full statement)<br />
<br />
<u>Symposium Schedule:</u><br />
<br />
<strong>RAMALLAH - 4 November 2012:</strong><br />
10:00 am to 03:00 pm - Symposium Sessions at Institute of Modern Media building, Jerusalem Road - Al Bireh<br />
03:00 pm to 04:00 pm - Exhibition Opening: City of Mirages - Baghdad 1952-1982. Curated by Pedro Azara<br />
<br />
<strong>RAMALLAH - 6 November 2012:</strong><br />
10:00 am to 01:00 pm - Tour in Ramallah. Leading Tour: Khaldun Bshara (Riwaq)<br />
<br />
<strong>AMMAN - 6 November 2012:</strong><br />
03:00 pm to 06:00 pm - Tour in Amman. Leading Tour: Rami Daher (Turath - Architecture and Urban Design Consultants)<br />
<br />
<strong>AMMAN - 7 November 2012:</strong><br />
09:30 am to 05:30 pm - Symposium Sessions at Columbia Global Centers | Middle East, Amman<br />
<br />
(more details coming soon)<br />
<br />
<u>Statement:</u><br />
<br />
&quot;Modernity, Architecture and Urban Life in the Arab Region&quot; is the first step towards a long-term endeavor aiming at constructing a regional platform bringing together scholars and practitioners from various fields investigating the notion of Modernity in the past, present and future of cities in the Middle East.<br />
<br />
This regional platform will address the meaning and essence of Modernity as a major project of cultural change encompassing ideological, territorial and socio-economic transformation affecting cities and their respective societies.<br />
<br />
Introducing &quot;Questions of Modernity&quot;, Timothy Mitchell explains the tension between the universal singular modernity and the pluralistic discourse of alternative modernities. If the modern is portrayed as a universal global phenomenon expanding with Western imperialism, then it is inevitably measured according to its manifestation within contexts outside of the West and according to the latter&#39;s contribution to the singular history of the modern. Similarly, the discourse of alternative modernities implies a singular modernity that is &quot;modified by local circumstances into a multiplicity of &#39;cultural&#39; forms.&quot; (Mitchell, Timothy ed., &quot;Questions of Modernity&quot;, Minneapolis: University of Minnesota Press, 1999)<br />
<br />
Mitchell suggests acknowledging the singularity and universalism of modernity, yet at the same time noting that it is inevitably constituted, redirected and diverted by the alternative narratives that are systematically subordinated and marginalized:<br />
<br />
&quot;Each staging of the modern must be arranged to produce the global history of modernity, yet each requires those forms of difference that introduce the possibility of discrepancy, that return to undermine its unity and identity. Modernity becomes the unsuitable yet unavoidable name for these discrepant histories.&quot;<br />
<br />
How does modern architecture represent such differences and discrepancies in the context of the Arab city?<br />
<br />
Modernity Architecture and Urban Life will spark dialogue between different studies conducted on Modernity in Arab cities. A step towards a regional mapping of local narratives of modern architecture in the Middle East, it facilitates an understanding of the links and ruptures within the modern architectural and urban transformations of different Middle Eastern cities. How do architectural modern representations in cities such as Amman, Baghdad, Beirut, Cairo, Casablanca or Ramallah from the mid-20th century redefine the singular notion of Modernity? And how are such representations emerging today in contemporary architecture in Arab cities creating a stage for a new modern architectural language that is responsive to its social, economical and political context?<br />
<br />
This symposium will open in Ramallah on November 4th and will proceed in Amman on November 7th of 2012. Local, regional, and international contributors will shed light on alternative modernities emerging in various post-colonial contexts. More specifically, this event will bring together leading architecture historians, planners and designers who have dedicated their research to the multiplicity of quests for modernity through architectural representation from the mid-20th century until today, in cities such as Amman, Baghdad, Beirut, Cairo, Casablanca, Jerusalem, Nazareth and Ramallah.<br />
<br />
- -<br />
<br />
Curators:<br />
<br />
<strong>Iyad Issa</strong><br />
Riwaq<br />
Center for Architectural Conservation<br />
<br />
<strong>Nora Akawi</strong><br />
Amman Lab - Studio-X Global Network<br />
Columbia University GSAPP<br />
Columbia Global Centers | Middle East",Amman,"Institute of Modern Media, Al Bireh - Ramallah"
Small Men and the Big World,Saturday,3,November,2012,Discussion,Studio-X,"Small Men and the Big World: Comic Art as Social Commentary<br />
(The title is the literal translation of Cheriya Manushyarum Valiya Lokavum,<br />
the name of a comic strip in Malayalam by renowned filmmaker G Aravindan.)<br />
<br />
A discussion of the work done by IFA grantees Subhendu Dasgupta and Gokul Gopalakrishnan, moderated by cultural critic and author Girish Shahane, on the evolution of vernacular comic art in India between the 1950&rsquo;s and 1970&rsquo;s and its role in shaping socio-political discourse.<br />
<br />
Date: November 3<br />
Time: 6.30pm to 8pm<br />
Venue: Studio X, 4th Floor, Kitab Mahal, 192, Dadabhai Naoroji Road, Fort, Mumbai<br />
<br />
Seating on first come first serve basis. For queries contact Jigna Padhiar at jigna@indiaifa.org or call +91 9619842954.<br />
Please join us for refreshments at 6pm.<br />
<br />
ABOUT SUBHENDU DASGUPTA<br />
Subhendu is a former faculty member of the Department of South and Southeast Asian Studies, University of Calcutta. He has also served as Senior Research Fellow at the Centre for Studies in Social Sciences, Calcutta and Research Associate at the Indian Institute of Management, Calcutta. An avid collector of cartoons, Subhendu received two grants from IFA to chronicle the evolution of cartoons in Bengal, and publish a book about his findings. Through his research he has collected and studied over a thousand cartoon strips published in Bengal between 1874 and 2009, painstakingly gathered from libraries in West Bengal and Dhaka from more than 45 newspapers, periodicals and special issue journals. Cartoons as a form of creative expression have been given only passing attention in Indian art discourse and Indian historiography, which is what, make s Subhendu&rsquo;s work so critical.<br />
<br />
ABOUT GOKUL GOPALAKRISHNAN<br />
Gokul is a self-taught artist who lives and works in Thrissur, Kerala. He has drawn short graphic narratives that have appeared in various publications including the Comix India Anthology, Kindle magazine, Fountain Ink magazine, the Pyrta journal and Live Mint, among others and has a weekly column titled Small Talk Yard in the New Indian Express. In 2009 Gokul received a grant from IFA to research and document comic strips created by renowned filmmaker G Aravindan between 1961 and 1973. Aravindan&#39;s pioneering efforts in the Indian comic realm were notable for their scathing satire of politics and society in Kerala. Through his research Gokul has discovered the significance of comic art as a tool of visual anthropology, a topic that he will explore in detail at the event.<br />
<br />
Brought to you by:<br />
IFA: India Foundation for the Arts<br />
MPC: Mohile Parikh Centre<br />
<br />
Partners:<br />
Art India<br />
Project 88<br />
Prithvi Theatre",Mumbai,
PUKAR Monsoon,Friday,2,November,2012,Presentation,Studio-X,"Keeping this idea central to our focus, this year our very own Barefoot Researchers will be presenting their research projects that have revealed some exciting new things about Mumbai. They will share a firsthand experience of&nbsp; their journey over a period of one year, unearthing many hidden jewels about the city that we did not know existed and in the process discovering&nbsp; many unique things about themselves. They wish to present this to their peers in different colleges and create a public debate about these issues from the lens of the Youth. This process, we hope,&nbsp; will disseminate the new urban knowledge, create new debates, form alternative visions that will help the youth to explore, innovate and reinvent a new relationship between them and their city thus accelerating the&nbsp; circulation of ideas, thoughts and&nbsp; creativity.<br />
<br />
Organized by PUKAR<br />
Supported by the India Development Service, Chicago",Mumbai,Studio-X Mumbai
Comic Art Workshop,Friday,2,November,2012,Workshop,Studio-X,"<strong>&#39;The City as Muse&#39;</strong>...A workshop by comic artist and illustrator Gokul Gopalakrishnan on how to plot and design your own story idea for a comic. The theme for the workshop explores the close link between comic arts medium and the development of urban centers and cities...<br />
<br />
<strong>Friday November 2nd 2012<br />
3pm-7pm</strong><br />
<br />
<strong>REGISTER NOW</strong><br />
Registrations for the workshop will be accepted till October 29, 2012. The fee for the event is Rs 150 per participant. To register, write to Jigna Padhiar, at<strong> jigna@indiaifa.org</strong> or call <strong>+91 9619842954</strong>. Seating is limited to 20 participants so hurry and apply soon!<br />
<br />
<strong>EVENT HIGHLIGHTS</strong><br />
Travel Back in Time - Discover the origins and history of comic art and graphic novels.<br />
Scheme and Plot - Learn how to design a narrative sequence for a graphic novel using an interplay of images, text, space and time.<br />
To the Drawing Board! &ndash; Share your rough scripts and artwork with your peers in a hands-on session aimed at helping you flesh out your story idea.<br />
<br />
<strong>ABOUT GOKUL</strong><br />
Gokul is a self-taught artist who lives and works in Thrissur, Kerala. He has drawn short graphic narratives that have appeared in various publications including the Comix India Anthology, Kindle magazine, Fountain Ink magazine, the Pyrta journal and Live Mint, among others and has a weekly column titled Small Talk Yard in the New Indian Express. In 2009 Gokul received a grant from IFA to research and document comic strips created by renowned filmmaker G Aravindan between 1961 and 1973. Aravindan&#39;s pioneering efforts in the Indian comic realm were notable for their scathing satire of politics and society in Kerala.",Mumbai,Studio-X Mumbai
POSTPONED: Enjoy (Werner Sobek),Wednesday,31,October,2012,Core Series,Core Series,"<strong>Werner Sobek</strong><br />
<br />
<span style=""font-size:11px;"">Architect and structural engineer <strong>Werner Sobek</strong> has built a diverse portfolio: r128, a recyclable, modular, and solar-powered four-story residence;&nbsp;</span><span style=""font-size:11px;"">the steel curain that stands before the Swarovski Crystal factory in Wattens, Austria</span><span style=""font-size:11px;"">; and airports in Bangkok, Bonn, and Cologne, among many projects. He is the successor to Frei Otto and J&ouml;rg Schlaich at the&nbsp;<a href=""http://www.uni-stuttgart.de/ilek/"">Institute for Lightweight Structures and Conceptual Design</a> at the University of Stuttgart and the Principal of <a href=""http://www.wernersobek.de/index.php"">Werner Sobek Engineering and Design</a>, and returns to GSAPP to discuss his design process in a lecture sponsored by <a href=""http://www.siny.org/"">The Steel Institute of New York</a>.</span><br />
<br />
",New York,Wood Auditorium
CANCELLED: Rethinking a Lot,Tuesday,30,October,2012,LiPS,LiPS,"There are an estimated 600,000,000 passenger cars in the world, and all of them need parking. Because of that Earth&rsquo;s supply of parking spaces is steadily increasing. In some American cities, parking lots cover more than one-third of the land area. Stadium and mall parking stretches over acres of asphalt. It&rsquo;s official: We have paved paradise and put up a parking lot. Most of us regard the parking lot as a necessary evil, needed to accommodate our personal transportation preference for driving around in cars (and then having to put them somewhere). But, could parking lots be aesthetically pleasing? Environmentally and architecturally responsible? Used for something other than car storage?<br />
<br />
In his talk, Eran Ben-Joseph will provide a generously illustrated history of parking lots and will show some of the many and varied nonparking purposes they already serve. With purposeful design, he will argue, parking lots could be significant public places, contributing as much to their communities as great boulevards, parks, or plazas. For all the acreage they cover, parking lots have received scant attention. It&rsquo;s time to rethink the lot.",New York,"Room 114, Avery Hall"
CANCELLED: Make (Achim Menges),Monday,29,October,2012,Core Series,Core Series,"<strong>Achim Menges,</strong> Universit&auml;t Stuttgart<br />
Response by <strong>Scott Marble,</strong> Columbia University GSAPP<br />
<br />
Founding Director of the <a href=""http://icd.uni-stuttgart.de/?cat=6"">Institute for Computational Design</a>&nbsp;(ICD) at the Universit&auml;t Stuttgart, Achim Menges presents design strategies &ldquo;at the intersection of evolutionary computation, algorithmic design, biomimetic engineering, and computer aided manufacturing&rdquo; that &ldquo;enable a highly articulated, performative built environment.&rdquo; Menges&rsquo;s materializations&mdash;ICD/ITKE Research Pavilion 2011 and 2010, FAZ Pavilion Frankfurt, to name a few&mdash;aim to unpack and embed the behavior, geometry, manufacturing constraints, and assembly logics of materials into computational processes, thereby promoting an interrelated understanding of form, material, and structure.",New York,Wood Auditorium
The City as a Place,Saturday,27,October,2012,Discussion,Studio-X,"The conversation is part of the exhibition S&Atilde;O CASAS (They are Houses), by Luiza Baldan, and discusses the city as a space for determining relationships, uses and identities.<br />
<br />
<strong>Alexandre Vogler</strong>, artist, has a Master of Visual Arts at UFRJ, and teaches at the Institute of Art UERJ.<br />
<strong>Pedro Rivera</strong>, director of Studio-X, is an architect, has a Master on Urban Design at PROURB UFRJ and is a partner at the office RUA Architects.<br />
<strong>Guilherme Bueno</strong>, curator of the Museum of Contemporary Art in Niteroi, is historician and art critic, Doctor of Visual Arts at UFRJ and teaches at the School of Visual Arts of Parque Lage.<br />
<br />
The conversation will be in portuguese.",Rio De Janeiro,Studio-X Rio
X-Talk: Open State,Saturday,27,October,2012,X-Talk,Studio-X,"OPEN STATE&nbsp; 开放状态<br />
<strong>LI HU</strong> 李虎<br />
Principal of OPEN Architecture OPEN建筑事务所合伙人<br />
<br />
Saturday, October 27th, at 14:00<br />
2012年10月27日（周六）下午2点<br />
<br />
李虎，OPEN建筑事务所合伙人<br />
将与大家分享一下这次&ldquo;开放状态&rdquo;展览背后的想法，OPEN事务所近期的工作<br />
以及由<br />
哥伦比亚大学北京建筑中心发起的X-Agenda系列微展的计划。<br />
<br />
Mr. Li Hu, Principal of OPEN Architecture, will speak about the ideas behind<br />
the exhibition &ldquo;OPEN STATE&rdquo; and some recent works from OPEN. He will also<br />
give an introduction to X-Agenda Micro-exhibition series.<br />
<br />
--<br />
<br />
Studio-X哥伦比亚大学北京建筑中心<br />
北京市东城区安定门内大街方家胡同46号院A103<br />
No. 46 Fangjia Hutong, Bldg-A103, Dongcheng District, Beijing",Beijing,Studio-X Beijing
Land Grabbing and Urbanization,Tuesday,23,October,2012,LiPS,LiPS,"Prior to joining CSUD Jacqueline Klopp was an Assistant Professor of International and Public Affairs at the School of International and Public Affairs (SIPA), Columbia University where she taught the politics of development. She holds a BA from Harvard University where she received a Michael Rockefeller grant to live and work in Western Kenya for two years. This sparked her fascination and love for Kenya and she subsequently finished a PhD in Political Science from McGIll University focusing on land, violence and corruption in multiparty Kenya. Her research continues to focus on the intersection of development, democratization, governance, violence and corruption in Kenya and the Great Lakes region. Klopp is the author of articles in Africa Today, African Studies Review, African Studies, Canadian Journal of African Studies, Comparative Politics, Forced Migration Review, World Policy Journal and the International Peace Academy among others. Her work at CSUD focuses on strategies for improved land-use through deepening local knowledge production through university reform, improved urban governance and policy-networking.&nbsp;",New York,"Room 114, Avery Hall"
Back to the Future: Mass Transit Ferry Networks and Enhanced Regional Mobility,Monday,22,October,2012,Lecture,CURE,"<strong>Back to the Future: Mass Transit Ferry Networks and Enhanced Regional Mobility</strong><br />
Arthur Imperatore, Jr.,&nbsp;<br />
Adjunct Professor GSAPP<br />
Executive Vice President &amp; Chief Operating Officer, New York Waterway<br />
<br />
523 Butler Library 6:30-8:00pm",New York,523 Butler Library
NOIZ by NOIZ ARCHITECTS,Friday,19,October,2012,Lecture,Studio-X,"<strong>Keisuke Toyoda</strong> of NOIZ Architects will be presenting recent works and thoughts.<br />
<br />
5:30pm reception<br />
6:00pm lecture<br />
7:30pm party<br />
<br />
<strong>Studio-X Tokyo</strong> (SHIBAURA HOUSE 1F)<br />
3-15-4 Shibaura, Minato-ku<br />
<br />
<em>Free and Open to Public</em><br />
<br />
<br />
",Tokyo,Tokyo Lab
Denver Alumni Networking Reception,Wednesday,17,October,2012,Reception,Alumni,"Please join Abby Hamlin,&nbsp;incoming Director of Curriculum for the Masters of Science in Real Estate Development Program, as well as&nbsp;fellow alumni and colleagues for&nbsp;an evening of cocktails and networking&nbsp;during&nbsp;the&nbsp;<a href=""http://gsapp.cmail2.com/t/r-l-kyjdbk-ykhyldtidy-t/"" target=""_blank"">Urban Land Institute&#39;s Fall Conference</a>&nbsp;inDenver, Colorado. Ms. Hamlin will be sharing&nbsp;exciting developments in the MSRED Program and GSAPP&nbsp;global network. &nbsp;<br />
<br />
<a href=""http://gsapp.cmail2.com/t/r-l-kyjdbk-ykhyldtidy-i/"" target=""_blank"">Le Grand Bistro &amp; Oyster Bar</a><br />
1512 Curtis Street<br />
Denver, Colorado<br />
<a href=""http://gsapp.cmail2.com/t/r-l-kyjdbk-ykhyldtidy-d/"" target=""_blank"">map</a><br />
&nbsp;<br />
Please RSVP to&nbsp;<a href=""mailto:gsappalumni@columbia.edu?subject=Denver%20RSVP"" target=""_blank"">gsappalumni@columbia.edu</a><br />
by&nbsp;<strong>October 12</strong>.&nbsp;<br />
&nbsp;<br />
Please contact&nbsp;<a href=""mailto:sa3026@columbia.edu?subject=Denver%20RSVP"" target=""_blank"">Shahdeh Ammadi</a>, Director of Alumni Relations and Annual Giving with any further questions.&nbsp;<br />
",Other North America,"Denver, CO"
Negotiate (Axel Wieder),Wednesday,17,October,2012,Core Series,Core Series,"<strong>Axel Wieder,</strong> Curator and writer<br />
Response by <strong>Felicity Scott,</strong> Columbia University GSAPP<br />
<br />
Currently the Curator of Exhibitions at <a href=""http://www.arnolfini.org.uk/"">Arnolfini</a> in Bristol, England, Axel Wieder has created exhibitions at K&uuml;nstlerhaus Stuttgart, KW Institute for Contemporary Art and daadgallerie in Berlin, and Ludlow 38 on New York City&#39;s Lower East Side that investigate urbanism, architectural history, and the negotiation of social space. In particular, Wieder questions the role of the spectator, and how concepts of &quot;participation&quot; have shifted over time&mdash;from city plans and architectural exhibitions to spaces of commerce, such as the Berlin bookstore <a href=""http://www.pro-qm.de/"">Pro qm</a> that he founded with Jesko Fezer and Katja Reichard in Berlin in 1999.&nbsp;",New York,Wood Auditorium
Live Interview: Robert Sullivan,Tuesday,16,October,2012,LI@SX,Studio-X,"On Tuesday evening, October 16, we welcome author Robert Sullivan for a live&nbsp;interview moderated by Studio-X NYC co-directors Geoff Manaugh and Nicola&nbsp;Twilley. Sullivan&#39;s new book, <em><a href=""http://www.mcnallyjackson.com/book/9780374217457"">My American Revolution</a></em> (copies of which will be&nbsp;on sale thanks to our friends at McNally Jackson), aims to connect the landscape&nbsp;and weather of today&#39;s New York City with the vital role it played two hundred&nbsp;years ago, in the rebel army&#39;s ultimate victory against the better trained and&nbsp;equipped British forces.<br />
<br />
As in his earlier books&mdash;which investigate the city&#39;s <a href=""http://bldgblog.blogspot.com/2010/11/stratigraphies-of-infestation.html"">ratscape</a> and turn up the&nbsp;ruins of Penn Station in a truck park in the <a href=""http://bldgblog.blogspot.com/2010/06/meadowlands.html"">Meadowlands</a>&mdash;Sullivan shows us a&nbsp;side of the city we could otherwise easily miss. Long before the Gowanus Canal&nbsp;became a Superfund site, for example, it was an oyster-filled creek that served&nbsp;as a vital escape route for the Continental Army. Over a glass of wine, we&#39;ll&nbsp;discuss how the particular geography and topography of New York City shaped&nbsp;the course of the war, as well as where we can still find traces of these long&nbsp;forgotten battles today.",New York,Studio-X NYC
Design after Decline,Tuesday,16,October,2012,LiPS,LiPS,"Almost fifty years ago, America&#39;s industrial cities began shedding people and jobs, and the future of neighborhoods in these places is precarious. How we will rebuild shrinking cities and what urban design vision will guide their future remain contentious and unknown. In Design After Decline, Brent D. Ryan reveals the fraught and intermittently successful efforts of architects, planners, and city officials to rebuild shrinking cities following mid-century urban renewal.<br />
<br />
In twin narratives, Ryan describes how America&#39;s two largest shrinking cities, Detroit and Philadelphia, faced the challenge of design after decline in dramatically different ways. Philadelphia emulated its own best policy and design practices from 1960s urban renewal with salutary results, while Detroit permitted the market to construct self-enclosed suburban enclaves. Today, shrinking cities face a new wave of abandonment and new opportunities for reimagining their urban fabrics. Ryan proposes that the unprecedented crisis facing these cities requires a revival of the visionary thinking found in the best modernist urban design, tempered with the lessons gained from post-1960s community planning and a spirit of optimism, to shape a brighter future for shrinking cities and their residents.<br />
<br />
Brent D. Ryan is Assistant Professor of Urban Design and Public Policy in MIT&rsquo;s Department of Urban Studies and Planning. His research focuses on emerging urban design paradigms, particularly in postindustrial cities. His book Design After Decline: How America rebuilds shrinking cities, was published in 2012. He has worked as an urban designer in New York City, Boston, and Chicago, and previously taught at the Harvard Graduate School of Design and the University of Illinois at Chicago, where he was also Co-Director of the City Design Center. Ryan holds degrees from Yale University (1991), Columbia University (1994), and MIT (2002).",New York,"Room 114, Avery Hall"
Box: The Forgotten Space,Monday,15,October,2012,Core Series,Core Series,"<strong>Allan Sekula,</strong> Filmmaker and photographer<br />
In conversation with <strong>Victoria de Grazia,</strong> Columbia University History, and <strong>Giuseppe Lignano </strong>and <strong>Ada Tolla,</strong> Col<span style=""font-size:12px;"">umbia </span>University GSAPP and LOT-EK<br />
<br />
<span style=""font-size:11px;"">Conceptual photographer and writer <strong>Allan Sekula</strong> presents <a href=""http://www.theforgottenspace.net/static/home.html""><em>The Forgotten Space</em></a> (2010), a film essay co-directed by No&euml;l Burch. The award-winning documentary based on Sekula&rsquo;s critical work, <em>Fish Story</em>, continues to explore the contemporary maritime world in relation to global trade. In particular, the effects of shipping containters, &quot;</span><span style=""font-size:11px;"">those brightly colored, corrugated metal boxes that have changed the way goods are transported around the world &mdash; on land.&quot;<br />
<br />
&quot;The consequences of containerization,&quot; reviews the <em>New York Times </em>of the film&#39;s depitction of&nbsp;</span><span style=""font-size:11px;"">on the social and political life of Hong Kong, Long Beach, Benelux, and Bilbao</span><span style=""font-size:11px;"">, &quot;reach into every aspect of modern life and, in Mr. Burch and Mr. Sekula&rsquo;s view, are almost never benign.&quot;&nbsp;</span><br />
<br />
<span style=""font-size:11px;"">Co-sponsored by the Donald and Vera Blinken European Institute,<br />
Columbia University GSAPP and Columbia Univeristy&#39;s School of the Arts</span><br />
<br />
<br />
",New York,Miller Theater
"Career Service Talk: [Your Name], AIA  - The Importance of Three Letters",Friday,12,October,2012,Alumni Panel,Career Services,"This lunchtime talk covers the architecture licensure process (IDP + ARE).&nbsp; Hosted by the GSAPP Alumni Association, Alumni Student and Careers Committee.&nbsp; Students from all programs and years are encouraged to attend.&nbsp; Join us for coffee and snacks Friday; bring your lunch and your questions!",New York,"200, Fayerweather"
