title,day,date,month,year,event_type,series,body,city,venue
Arguments Lecture Series: Ana Miljački,Tuesday,23,July,2013,Arguments,Arguments,<strong>Ana Miljački</strong>,New York,Wood Auditorium
Ciclo Rotas Centro,Tuesday,23,July,2013,Opening,Exhibitions,"Rio de Janeiro is undertaking the challenging task of recuperating and revitalizing its downtown. In July 2012 Transporte Ativo, IDTP Brasil and Studio-X Rio began a study which maps a comprehensive bike lane network, based on demand, for the center of Rio. Based on the theory that the interaction between the restoring of public space and the focus on small-scale mobility &ndash; pedestrians and bike lanes &ndash; has a fundamental role in the construction of a more humane and sustainable city, these organizations have been using a participatory methodology that includes dialogue with cyclists and citizens interested in the expansion of bike infrastructure in the city. The exhibition Ciclo Rotas Centro presents the results of this work, and invites all to participate in a dialogue on the mobility we all want for our city.<br />
<br />
Opening, Wednesday July 23rd at 6:30<br />
Exhibition from July 24th to November 1st<br />
Studio-X Rio &ndash; Pra&ccedil;a Tiradentes, 48<br />
<br />
Sponsored by Banco Ita&uacute;.",Rio De Janeiro,Studio-X Rio
Structure of National Aesthetics,Monday,22,July,2013,Roundtable Discussion,Studio-X,"The first Abe cabinet held high a policy banner saying &quot;Beautiful Japan&quot; and perished like a cherry blossom. Then the book &quot;The Aesthetic Tone of Nation (Kokka no Hinkaku)&quot; by a reputed Harvard mathematician Fujiwara criticized the US as the ugliest country and Japan as the most beautiful. (Ironically, the Chinese represent US with two letters meaning Beautiful+Country.) How do you define aesthetical quality of a nation?&nbsp;<br />
<br />
Opening address:<br />
<em><strong>Daisuke Hirose</strong></em> (GSAPP, Studio-X Tokyo Director)<br />
<br />
Keynote:<br />
<em><strong>Kunio Kudo</strong></em> (GSAPP, Professor of Architecture)<br />
<br />
Guest Speaker:<br />
<em><strong>Toshiharu Omuka</strong></em> (Professor of Art History, Tsukuba University)<br />
<br />
Guest Discussant:<br />
<em><strong>Tom Henegan</strong></em> (Professor of Architecture,Tokyo Art University)<br />
<em><strong>Tsuyoshi Matsuhata</strong></em> (Architect, Architectural Critique, Tokyo University of Science)<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />
Monday, July 22nd, 2013, 05:30pm - 07:00 pm<br />
Studio-X Tokyo (SHIBAURA HOUSE 1F), 3-15-4 Shibaura, Minato-ku, Tokyo<br />
<br />
Schedule:<br />
05:15 pm -&nbsp;&nbsp;&nbsp;&nbsp; Start accepting<br />
05:30 pm -&nbsp;&nbsp;&nbsp;&nbsp; Start lecture &amp; discussion<br />
07:00 pm &nbsp; &nbsp; &nbsp; &nbsp;Close<br />
<br />
*Free and open to the public. No RSVP required.",Tokyo,Studio-X Tokyo
Lindsay Hunter  / The Originals Series Presented by FSG and GQ ,Thursday,18,July,2013,Book Launch,Studio-X,"On Thursday, July 18th at 7:00pm, we&#39;ll be joining FSG and <em>GQ Magazine</em> as they present Lindsay Hunter (author of <a href=""http://us.macmillan.com/dontkissme/LindsayHunter""><em>Don&#39;t Kiss Me</em></a>) and <a href=""http://http://hollymiranda.com/"">Holly Miranda</a> (local singer songwriter)&nbsp;in an evening of music, drinks, and a conversation moderated by David Rees. Free and open to the public, but space is limited: you must <a href=""http://beta.flavorpill.com/events/fsg-gq-and-flavorpill-present-the-originals-series-featuring-lindsay-hunter-and-holly-miranda"">RSVP in advance</a> as tickets will not be available on the door.<br />
<br />
",New York,Studio-X NYC
Resilience In Politics and Design,Wednesday,17,July,2013,Urban Design Lecture Series,Urban Design Lecture Series,"HENDRICK OVINK, SR. ADVISOR TO SECRETARY DONOVAN, SANDY TASK FORCE",New York,"Room 114, Avery Hall"
Arguments Lecture Series: Pier Vittorio Aureli,Tuesday,16,July,2013,Arguments,Arguments,<strong>Pier Vittorio Aureli</strong>,New York,Wood Auditorium
X-Talk：Journey of Discovery,Saturday,13,July,2013,X-Talk,Studio-X,"<strong>X-Talk: Journey of Discovery<br />
Lecture by Huang Juzheng</strong><br />
Time:14:00-16:30<br />
Reception for the Revision of <em>The Architect</em> Magazine<br />
17:00-18:00<br />
<br />
Please join us at the event of &ldquo;X-Talk: Journey of Discovery&rdquo; held at Studio-X Beijing at 2pm on July 13, 2013. The Chief Editor of <em>The Architect</em> Magazine, <strong>Mr. Huang Juzheng</strong>, will present a lecture on Journey in Architecture. It will discuss that for an architect, how to explore and feel the dimension of architecture, to experience the conception of space by traveling for the better understanding of architecture.<br />
<br />
<br />
<strong>Venue:</strong><br />
Studio-X Beijing 哥伦比亚大学北京建筑中心<br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
Tel：86 10 64018208<br />
",Beijing,Studio-X Beijing
PSW5: Public Bit - Public Presentation of Student Work,Saturday,13,July,2013,Presentation,Studio-X,"Join us on Friday July 12th at 9:30PM for a Public Presentation of student work!<br />
<br />
The Columbia University Graduate School of Architecture, Planning and Preservation (GSAPP) is holding its annual&nbsp;Public Space Workshop&nbsp;for architecture students in collaboration with the&nbsp;Columbia University Middle East Research Center&nbsp;in Amman, Jordan, the&nbsp;Columbia Global Center in Istanbul, Turkey, and Studio-X&nbsp;in Mumbai, India&nbsp;from July 7th &ndash; July 27th, 2013.<br />
<br />
The Public Space Workshop is an intensive three-week rapid exchange in search of emergent issues concerning contemporary public space. Students and faculty from participating universities collaborate at nodes within GSAPP&rsquo;s Studio-X Global Network to investigate design issues, expanding their understanding through a diverse array of feedback. The cities are active testing grounds for research and experimentation within the built environment.<br />
<br />
Public space is the interface for exchanges in cities, and today more than ever the site of rapid change. The physical presence of public space continues to grow more dynamic as the use of complementary virtual networks provide for increased access and mobility. Together, they form an adaptive infrastructure in cities, emerging, networking, and responding in unprecedented ways.<br />
<br />
<em>PublicBit is a mobile,&nbsp;open hardware unit developed for deployment in public spaces&nbsp;with sensing capabilities networked for realtime transmission of&nbsp;site specific city data. The data is synthesized to develop spatial&nbsp;proposals for connecting physical and virtual public spaces, both&nbsp;within and between cities. An online platform simultaneously&nbsp;aggregates and broadcasts the data, providing a global platform&nbsp;for exchange. PublicBits form an adaptive infrastructure in cities,&nbsp;emerging, networking, and responding in unprecedented ways&nbsp;through citizen engagement. &ldquo;Public Bits&rdquo; are developed as open&nbsp;source hardware, and made available to participants, providing&nbsp;access and expanding the network. PSW is directed by&nbsp;<strong>Jennifer&nbsp;Broutin Farah</strong>&nbsp;and&nbsp;<strong>Kamal Farah</strong>&nbsp;(Columbia University&#39;s GSAPP).</em><br />
<br />
@public_bit<br />
www.publicbit.org",Amman,"Darat Othman Bdeir for Architecture and Design, Amman"
What If...New York City? Post-Disaster Housing,Friday,12,July,2013,Urban Design Lecture Series,Urban Design Lecture Series,"<strong>THAD PAWLOSKI</strong>, ADVISOR, MAYOR&#39;S OFFICE OF HOUSING RECOVERY OPERATIONS<br />
<strong>ERICK GREGORY</strong>, MSAUD &#39;07<br />
<strong>CHRISTOPHER REYNOLDS</strong>, MSAUD &#39;07",New York,"Room 114, Avery Hall"
"PSW5: Access, Participation, and the Public Sphere",Thursday,11,July,2013,Discussion,Studio-X,"<strong>ACCESS, PARTICIPATION, AND THE PUBLIC SPHERE</strong><br />
5th Public Space Workshop: Public Bit<br />
<br />
<br />
Join us on <u>Thursday July 11th, 2013 at 6:00 PM</u><br />
at the Columbia Global Centers | Middle East, Amman<br />
<br />
for public presentations by:<br />
<strong>Myriam Ababsa</strong> (Institut Fran&ccedil;ais du Proche-Orient)<br />
<strong>Reem Al-Masri</strong> and <strong>Lina Ejeilat </strong>(7iber)<br />
<br />
followed by a conversation with:<br />
<strong>Jennifer Broutin Farah</strong> and <strong>Kamal Farah </strong>(Columbia University GSAPP)<br />
<br />
<br />
<br />
<strong>*** Also join us for Iftar after the discussion***</strong><br />
at the courtyard of Columbia Global Centers | Middle East.&nbsp;<br />
<br />
All events are free and open to the public.<br />
<br />
<strong>***RSVP to na2366@columbia.edu***<br />
Required by Wednesday July 10th at 12PM</strong><br />
<br />
- - -&nbsp;<br />
<br />
<strong>About the 5th Public Space Workshop: Public Bit</strong><br />
<br />
The Public Space Workshop is an annual architecture design and research workshop run by GSAPP, developed as a collaborative model for trans-disciplinary research and development. Public space is the interface for exchanges in cities, and today more than ever, the site of rapid change. PublicBit is a mobile, open hardware unit developed for deployment in public spaces with sensing capabilities networked for realtime transmission of site specific city data. The data is synthesized to develop spatial proposals for connecting physical and virtual public spaces, both within and between cities. An online platform simultaneously aggregates and broadcasts the data, providing a global platform for exchange. PublicBits form an adaptive infrastructure in cities, emerging, networking, and responding in unprecedented ways through citizen engagement. &ldquo;Public Bits&rdquo; are developed as open source hardware, and made available to participants, providing access and expanding the network. PSW is directed by Jennifer Broutin Farah and Kamal Farah (Columbia University&#39;s GSAPP).<br />
<br />
The 5th Public Space Workshop: Public Bit is conducted in partnership with the German Jordanian Univeristy&rsquo;s School of Architecture and the Built Environment.<br />
<br />
<br />
",Amman,"Columbia Global Centers | Middle East, Amman"
Water Bench,Wednesday,10,July,2013,Prototype Launch,Studio-X,"<span style=""font-size:12px;""><strong>The Water Bench</strong> is a public-furniture prototype that provides<br />
seating while also collecting and storing rainwater to irrigate<br />
surrounding outdoor space. The goal is to provide an attractive,<br />
functional, and innovative way to &lsquo;green&rsquo; urban spaces without<br />
relying on the public water supply.<br />
The first set of Water Benches will be unveiled in Mumbai&rsquo;s<br />
Horniman Circle Garden and Cross Maidan Garden in July 2013.<br />
<br />
Learn more at w<em>ww.waterbench.com</em></span><br />
<br />
The Water Bench was created by MARS Architects in connection with the BMW<br />
Guggenheim Lab project and is licensed under a Creative Commons Attribution<br />
3.0 Unported License.",Mumbai,Studio-X Mumbai
DESIGN AS A CATALYST FOR CHANGE ,Tuesday,9,July,2013,Presentation,Studio-X,"A presentation by the graduating batch of Industrial Design Center (IDC), IIT Bombay showcasing design solutions that address some everyday challenges ranging from enabling vegetable vending at doorsteps to an interactive information system for bus stations and examples of urban lighting. The projects span across IDC&rsquo;s core disciplines of product design, visual communication, interaction design and animation and are representative of the design pedagogy at the institute.<br />
<br />
Introduction by Saritha Sudhakaran - Urban Designer",Mumbai,Studio-X Mumbai
Arguments Lecture Series: Craig Buckley,Tuesday,9,July,2013,Arguments,Arguments,<strong>Craig Buckley</strong>,New York,Wood Auditorium
"Asia Design Forum, Beijing 2013",Friday,5,July,2013,Forum,Studio-X,"<strong>Asia Design Forum, Beijing 2013</strong><br />
Friday, July 5, 2013<br />
2pm-7pm<br />
Studio-X Beijing<br />
<br />
Please join us at the event of&ldquo;Asia Design Forum, Beijing 2013&rdquo; held at Studio-X Beijing on July 5, 2013. Aric Chen, Mark Dytham, Ma Yansong, Yeohlee Teng, Thai-Ker Liu, Bernice Chauly, Bryan Tarrant, Yung Ho Chang、Xu Tiantian will be invited as Players/Respondents to address and discuss the topic of &quot;Design and Time&quot;. The &ldquo;Asia Design Forum, Beijing 2013&rdquo; is expected to change the way the public views architecture and design, provoke architects, planners, developers to envision new approaches to buildings, cities, public open spaces, and the environment.<br />
<em>Admission is free, please RSVP to adf.bj2013@yahoo.com</em><br />
<br />
<br />
<strong>Studio-X Beijing </strong>哥伦比亚大学北京建筑中心<br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
Tel：86 10 64018208",Beijing,Studio-X Beijing
NYC + Rotterdam: Climate Adaptive Development Conference ,Thursday,4,July,2013,Conference,CURE,"<span style=""font-size:16px;""><strong>___________________________________________<br />
<br />
NYC + Rotterdam: Climate Adapative Development Conference<br />
___________________________________________</strong></span><br />
<br />
<span style=""font-size:12px;"">Academics // Engineers // Designers // Community Planners // Developers </span><br />
<br />
July 4th &amp; 5th<br />
<br />
RDM Campus // Rotterdam<br />
Arcadis HQ // Amsterdam<br />
<br />
<u>Conference Partners</u>:<br />
<br />
Brooklyn-Rotterdam Waterfront Exhange<br />
Arcadis<br />
The Kingdom of the Netherlands<br />
City of Rotterdam<br />
RDM Campus<br />
Center for Urban Real Estate (CURE.)<br />
<br />
<br />
<u>July 4th</u> RDM Campus<br />
<br />
8:30 - 9:00 &nbsp; &nbsp; &nbsp;&nbsp; Coffeee and Registration<br />
9:00 - 9:15 &nbsp; &nbsp;&nbsp; &nbsp; Introduction, Bert Hooijer (RDM)<br />
9:15 - 10:00&nbsp; &nbsp; &nbsp; The Rotterdam Experience: Piet Dircke (Rotterdam Unv./Arcadis)<br />
10:00 - 10:45 &nbsp;&nbsp; The NYC Experience: Jesse M. Keenan (CURE.)<br />
10:45 - 11:00&nbsp;&nbsp;&nbsp; Coffee Break<br />
11:00 - 11:30&nbsp;&nbsp;&nbsp; Casestudy Rijnhaven Rotterdam: Duzan Doepel<br />
11:30 - 12:00&nbsp;&nbsp;&nbsp; Rotterdam Adaptation Strategy: Alexandra van Huffelen, Vice Mayor<br />
12:00 - 12:30&nbsp;&nbsp;&nbsp; Casestudy RDM: Preserveing the Industrial Legacy, Gabrielle Muris(RDM)<br />
12:30 - 14:00&nbsp;&nbsp;&nbsp; Lunch &amp; Guided Tour<br />
<br />
14:00 - 18:00&nbsp;&nbsp; Afternoon Workshops&nbsp;<br />
<br />
+ Resilient Communities: Ronnald Schiffman (Pratt Institute)&nbsp;<br />
+ Adaptive Design + Development: Rutger de Graaf (RDM)<br />
+ K2K Meets PPP: Duzan Doepel (Urban Innovation Lab / Doepel Strijkers)<br />
<br />
<u>July 5th</u>&nbsp; Arcadis HQ<br />
<br />
09:00-12:00 Roundtable Discussions by Working Groups<br />
13:15-16:00 Adaptation Site Visits<br />
<br />
<a href=""mailto:CURE@columbia.edu?subject=Climate%20Adaptive%20Development%20&amp;body=Please%20fill%20out%20and%20submit%20the%20following%20information%20for%20Registration%20for%20the%20July%204th%20%26%205th%20Climate%20Adaptive%20Development%20Conference%20at%20RDM%20Campus%2C%20Rotterdam%20(NL)%3A%20%0A%0AName%3A%0AAffiliation%3A%0ATitle%3A%20%0ADietary%20Preferences%3A%0AReasons%20for%20Attending%3A%0AHow%20did%20you%20hear%20about%20this%20conference%3A%20%0AComments%3A%20%0A"">EVENT REGISTRATION</a><br />
<br />
<strong>_________________________________________________________________</strong><br />
<br />
Curated by Piet Dircke (Arcadis), Jesse M. Keenan (CURE.),&nbsp; Arjan Braamskamper (NYC Consulate General, NL). ",Other Europe,"RDM Campus Rotterdam, NL."
Preparing for Risk/Recovering From Disaster ,Wednesday,3,July,2013,Urban Design Lecture Series,Urban Design Lecture Series,"<strong>DAN COMPITELLO</strong>, OCCUPY SANDY<br />
<strong>SETH GOLBEY</strong>, FEMA",New York,"Room 114, Avery Hall"
Arguments Lecture Series: Greg Lynn,Tuesday,2,July,2013,Arguments,Arguments,<strong>Greg Lynn</strong>,New York,Wood Auditorium
Collecting Architecture Territories: Public Seminar,Monday,1,July,2013,Seminar,Studio-X,"<strong>Collecting Architecture Territories&nbsp;</strong>workshop&nbsp;<br />
in conversation with<br />
<strong>George Arbid &nbsp;</strong>(Department of Architecture and Design, AUB)<br />
<strong>Reem Shadid</strong>&nbsp;(Sharjah Art Foundation)<br />
<strong>Eline van der Vlist&nbsp;</strong>(Darat al Funun - The Khalid Shoman Foundation)<br />
<br />
<br />
<div>
	<em>Collecting Architecture Territories is a research project that reflects on the relationship between architecture and collecting, considering architecture both as an agent that organizes, supports and informs various contemporary collecting practices, and as an object of collection in its own right. A key hypothesis of the project is that the present explosion of the museum can no longer be understood solely in museological terms, but can be productively recast by thinking its relationship to the ongoing definition and redefinition of geopolitical, cultural, and financial territories.</em></div>
<div>
	<br />
	<em>Collecting Architecture Practices Summer 2013 workshop&nbsp;addresses issues on current collecting practices in the Arab region, as well as on the global question on the future of museums,&nbsp;in partnership with&nbsp;<strong>Darat al Funun - The Khalid Shoman Foundation</strong>,&nbsp;<strong>American University of Beirut</strong>, and&nbsp;<strong>Sharjah Art Foundation.</strong></em>
	<div>
		&nbsp;</div>
</div>
<br />
<strong>Columbia Global Centers | Middle East</strong><br />
5 Mohammad Al Sa&#39;d Al Batayneh Street<br />
King Hussein Park<br />
Amman",Amman,"Columbia Global Centers | Middle East, Amman"
"Opening: CRITICAL COPYING, 摹 临 倣 造",Sunday,30,June,2013,Opening,Studio-X,"<strong>Opening: CRITICAL COPYING, 摹 临 倣 造</strong><br />
<br />
Review: 15:00-18:00, Exhibition &amp; Reception: 18:30-20:00<br />
Exhibition Dates: July 1-July 7, 2013 (10:00-18:00)<br />
<br />
Please join us for food and drinks at the final review and exhibition of our workshop &ldquo;Critical Copying&rdquo; held at Studio-X Beijing. In this five-day workshop, students of Columbia University and Tsinghua University explore four concepts of copying to conceive of architectural ways to transform the morphology and typology of buildings. By drawing on a canonical building and transposing it into the Beijing context, iterative copying becomes a generative, critical process, rather than a reductive one. The workshop investigates the transformations that take place through this contextual shift.<br />
<br />
At the exhibition opening, students will present their work to professional architects, academics and their fellow students. Please join us for what promises to be an engaging discussion.<br />
<br />
The workshop participants are: Sophie Hochh&auml;usl (History of Architecture), Alejandro Stein (Architecture), Ray Wang (Architecture), Li Wenling, 李文玲 (Landscape Architecture), Bonny Yau (Critical, Curatorial and Conceptual Practices), Zhang Yichi, 张亦驰 (History and Theory of Architecture) and Ying Zhu, 朱滢 (Urban Planning).<br />
<br />
<br />
<strong>Venue:</strong><br />
<strong>Studio-X Beijing&nbsp;</strong><br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
Tel: 86 10 64018208",Beijing,Studio-X Beijing
Dharavi: Places and Identities,Friday,28,June,2013,Exhibition Opening,Studio-X,"Join us for an exhibition understanding different communities within Dharavi through Origin, Livelihood and Spatial Organization.",Mumbai,Studio-X Mumbai
Untitled,Tuesday,25,June,2013,Lecture,Studio-X,"<strong>WHAT</strong><br />
Mario Gooden&#39;s lecture &ldquo;<em>Untitled&rdquo; </em>examines pedagogical strategies between art and architecture in order to translate new sites of meanings and to interpret meanings into potentialities for architecture.<br />
<br />
<strong>WHERE</strong><br />
Fox Street Studios, Maboneng<br />
Johannesburg, SA<br />
<br />
<strong>WHEN</strong><br />
7pm, Tuesday 6/25/2013<br />
<br clear=""all"" />
<strong>WHO</strong><br />
Mario Gooden is a principal of Huff + Gooden Architects and a Professor of Practice at the&nbsp;Graduate School of Architecture Planning and Preservation (GSAPP) of Columbia University. He&nbsp;is a 2012 National Endowment for the Arts Fellow and a MacDowell Colony Fellow.&nbsp;Goodenʼs work, writings, and lectures frequently examine architecture and the translation of&nbsp;cultural landscapes defined by the parameters of race, class, gender, and technology. His firm is&nbsp;currently designing the California African American Museum in Los Angeles. He previously&nbsp;worked in the offices of Zaha Hadid in London and Steven Holl in New York.&nbsp;Gooden teaches advanced architectural design and theory at Columbia University where his studios focus&nbsp;on global topics and cultural theory.<br />
",Johannesburg,"Fox Street Studios, Johannesburg"
Arguments Lecture Series: Pedro Gadanho,Tuesday,25,June,2013,Arguments,Arguments,<strong>Pedro Gadanho</strong>,New York,Wood Auditorium
X-TALK: Duoxiang Studio: 2006-2013,Saturday,22,June,2013,X-Talk,Studio-X,"Chen Long, Hu Xian, Jia Lianna, Lu Xiang, Principal architects of Duoxiang Studio, will discuss the<strong> X-Agenda micro-exhibition series 04</strong> &quot;Duoxiang Studio: Wind and Light&quot; at Studio-X Beijing On June 22 at 14:00.<br />
They will speak about the ideas behind the elements of the exhibition: &quot;Wind&quot; and &quot;Light&quot;, and introduce their thoughts and tries about people&#39;s experience which influence by architecture.<br />
<br />
<em><strong>Venue:</strong></em><br />
<strong>Studio-X Beijing 哥大北京建筑中心</strong><br />
A103, 46 Fangjia Hutong,Andingmen Inner Street, Dongcheng District, Beijing<br />
Tel：86 10 6401-8208<br />
<br />
",Beijing,Studio-X Beijing
Tour of Clyfford Still Museum and Reception,Friday,21,June,2013,[object Object],Alumni,"GSAPP Alumni are invited to a private tour of the Clyfford Still Museum with Brad Cloepfil MsAAD &rsquo;85 followed by an evening of cocktails and networking during the 2013 AIA National Convention in Denver, Colorado.<br />
<br />
Tour: Clyfford Still Museum at 7PM (<a href=""https://maps.google.com/maps?q=clyfford+still+museum&amp;ll=39.737406,-104.988892&amp;spn=0.008052,0.010772&amp;fb=1≷=us&amp;hq=clyfford+still+museum&amp;cid=0,0,17181863244217161053&amp;t=m&amp;z=16&amp;iwloc=A"">1250 Bannock Street, Denver, CO 80204</a>)<br />
Reception: Palettes at 8PM (<a href=""https://maps.google.com/maps?q=palettes+denver&amp;ll=39.739435,-104.987948&amp;spn=0.006419,0.009463&amp;fb=1≷=us&amp;hq=palettes&amp;hnear=0x876b80aa231f17cf:0x118ef4f8278a36d6,Denver,+CO&amp;cid=0,0,2228130595890432792&amp;t=m&amp;z=16&amp;iwloc=A"">100 West 14th Avenue Parkway, Denver, CO 80204</a>)<br />
<br />
Brad Cloepfil is the founder and creative leader of Allied Works, an interdisciplinary architecture and design practice with offices in Portland, Oregon and New York City. Recent project include Clyfford Still Museum in Denver, Colorado. Current projects include the Schnitzer Center for the Arts for Pacific Northwest College of Art in Portland, and the new United States Embassy in Maputo, Mozambique, which will be one of the first works to be realized under the State Department&rsquo;s new Design Excellence Program. Brad has held guest professorships at leading American architecture and design schools across the country over the past 17 years.<br />
<br />
Please register <a href=""https://web.ovationtix.com/trs/pe/9783505"">here</a> by June 14.<br />
Space is limited.<br />
<br />
For questions, contact <a href=""mailto:yjk2109@columbia.edu?subject=Denver%206%2F21%20RSVP"">Ellen Kim</a>, Manager of Alumni Relations and Annual Giving.",Other North America,"Denver, CO"
My House - Our City,Thursday,20,June,2013,[object Object],Studio-X,"<span style=""font-size:12px;"">Exhibition and round-table present proposals that re-think the question of low income housing in Brazil.<br />
<br />
The exhibition organized by MAS Urban Design at ETH Zurich presents research and projects&nbsp; which seek to instigate a productive discussion on social housing in Brazil. By combining research on brazilian popular architecture with ideas on how to improve a major social housing initiative by the federal government called Minha Casa Minha Vida (My House My Life), the exhibition activates knowledge on many sectors of the industry: productive logistics, planning methodologies, construction technologies, means of self-organization, collaborative production and alternative economies.&nbsp; The content of the exhibition addresses ways in which cities can become more inclusive and wanted by all, beyond the monotonous reproduction of privatized worlds.</span><br />
<br />
<span style=""font-size:12px;"">Rainer Hehl<br />
Nanda Eskes<br />
Ricardo Gouveia<br />
Leticia Monte<br />
In&ecirc;s da Silva Magalh&atilde;es</span>",Rio De Janeiro,Studio-X Rio
Positions in Urban Design,Wednesday,19,June,2013,Urban Design Talk,Urban Design Talk,,New York,"Room 114, Avery Hall"
Studio-X Amman Pop-Up at AUB: Collecting Architecture Territories ,Tuesday,18,June,2013,Roundtable Discussion,Studio-X,"<em>This event is a result of a collaboration with the American University of Beirut&rsquo;s Faculty of Arts and Sciences and the Arts and Humanities Initiative.</em><br />
<br />
<strong>Tuesday June 18th, 2013 at 7:00 PM</strong><br />
at the American University of Beirut<br />
(Bldg #37 - Conference Room A)<br />
<br />
Public roundtable discussion with:<br />
<strong>George Arbid</strong> (Department of Architecture and Design, AUB)<br />
<strong>Craig Buckley</strong> (Columbia University GSAPP)<br />
<strong>Lamia Joreige</strong> (Beirut Art Center)<br />
<strong>Sonja Mejcher-Atassi </strong>(Civilization Sequence Program, AUB)<br />
<strong>Mark Wasiuta</strong> (Columbia University GSAPP)<br />
<br />
- -&nbsp;<br />
<br />
Collecting Architecture Territories is a research project that reflects on the relationship between architecture and collecting, considering architecture both as an agent that organizes, supports and informs various contemporary collecting practices, and as an object of collection in its own right. A key hypothesis of the project is that the present explosion of the museum can no longer be understood solely in museological terms, but can be productively recast by thinking its relationship to the ongoing definition and redefinition of geopolitical, cultural, and financial territories.<br />
Collecting Architecture Practices Summer 2013 workshop is led by GSAPP&rsquo;s Mark Wasiuta and Craig Buckley with Adam Bandler and Jordan Carver, at Studio-X Amman Lab and the&nbsp;Columbia Global Centers | Middle East -&nbsp;in partnership with <strong>Darat al Funun</strong>, the <strong>American University of Beirut</strong>, and&nbsp;<strong>Sarjah Art Foundation</strong>.<br />
<br />
<em>- -&nbsp;</em><br />
<br />
George Arbid is an Associate Professor of Architecture at the American University of Beirut. He received his Doctor of Design degree from Harvard University Graduate School of Design and his Dipl&ocirc;me d&rsquo;Etudes Sup&eacute;rieures en Architecture from the Acad&eacute;mie Libanaise des Beaux-Arts.&nbsp;Prior to his stay at Harvard, he was a Fulbright Visiting Scholar at the History, Theory and Criticism Program at MIT. He is author of the forthcoming book Karol Schayer architect, a Pole in Beirut (Birkha&uuml;ser, 2012). Arbid&rsquo;s published architecture practice in partnership with Fadlallah Dagher includes the Shabb and Salem residences, the latter having been nominated for the Aga Khan Award in 1998.<br />
<br />
Craig Buckley teaches architectural history at Columbia University&rsquo;s Graduate School of Architecture, Planning, and Preservation, where he is also the Director of Publications. His research interest concerns relationships between architectural practice, new genres of publication, and politics in the postwar period. His writing and criticism have appeared in the journals such as October, Grey Room, Log, and Perspecta, among others. Recent books include Dan Graham&rsquo;s New Jersey (edited with Mark Wasiuta), a translation and facsimile of the magazine Utopie Utopie: Texts and Projects 1967-1978, (edited with Jean-Louis Violeau), and Clip/Stamp/Fold: The Radical Architecture of Little Magazines 196X-197X (edited with Beatriz Colomina).&nbsp;<br />
<br />
Lamia Joreige is a visual artist and filmmaker who lives and&nbsp;works in Beirut. She uses archival documents and fictitious elements to reflect on the relation between individual stories and collective History. Lamia Joreige is a co-founder and the co-director of Beirut Art Center, a non-profit space dedicated to contemporary art in Lebanon&nbsp;<br />
<br />
Sonja Mejcher-Atassi is Assistant Professor in the Civilization Sequence Program at the American University of Beirut. She studied Oriental Studies at Oxford University (DPhil 2005) and Comparative Literature and Arabic Studies at the Free University of Berlin (MA 2000). Her research interests are in modern literature and art in the Arab world, interrelations of word and image, politics and art, collection and museum studies, gender studies, cultural memory and history. Her publications include: Reading across Modern Arabic Literature and Art (Reichert, 2012); (ed. with John Pedro Schwartz), Museums, Archives and Collecting Practices in the Modern Arab World (Ashgate, 2012).<br />
<br />
Mark Wasiuta teaches at GSAPP, Columbia University where is co-director of the Critical, Curatorial, and Conceptual Practices in Architecture program and Director of Exhibitions. He is partner in the International House of Architecture. He studied at the University of British of Columbia, Princeton and Harvard Universities. He has curated, among other exhibitions, Dan Graham&rsquo;s New Jersey, Environments and Counter Environments: Experimental Media in Italy the New Domestic Landscape and No Longer Art: Salvage Art Institute. He is co-editor and co-author of &ldquo;Dan Graham&rsquo;s New Jersey,&rdquo; Current projects include a book based on the exhibition, &ldquo;Environments and Counter Environments: Experimental Media in Italy the New Domestic Landscape,&rdquo; and &ldquo;Air Urbanism&rdquo; a publication of projects and essays on the history of air and smog in Los Angeles.<br />
",Amman,"American University of Beirut, Lebanon"
Urban Archeology and Cultural Heritage,Tuesday,18,June,2013,Lecture,Studio-X,"<span style=""font-size:12px;"">What is the importance of rescuing and preserving the memory of a city whose focus is on the future?&nbsp; In which ways can cultural heritage insert itself in this modernization process?<br />
<br />
There are several initiatives towards rescuing memory through the discovery of archeological fragments and artifacts. The historic building at Rua Gon&ccedil;alves L&ecirc;do, 11 is an integral part of the Monumenta Program, which has as its primary objective the revitalization of Tiradentes Square and its surrounding in downtown Rio de Janeiro.&nbsp; Through research performed on site, the presentation seeks to clarify the work of archeology and the ways in which such discoveries contribute to a new look at the history of the occupation of the carioca urban space.<br />
<br />
With lecturers Renata Jardim and&nbsp;</span><span style=""font-size:12px;"">V&iacute;tor Uch&ocirc;a.</span>",Rio De Janeiro,Studio-X Rio
Arguments Lecture Series: Andrés Jaque,Tuesday,18,June,2013,Arguments,Arguments,<strong>Andr&eacute;s Jaque</strong>,New York,Wood Auditorium
