title,day,date,month,year,event_type,series,body,city,venue
"Land: Between the ""Formal"" and the ""Informal""",Wednesday,19,March,2014,Conversation,Columbia Global Centers,"A Discussion between Katharina Pistor, Professor of Law &amp;<br />
Anupama&nbsp;Rao, Associate Professor of History at Columbia University<br />
<br />
Professor Katharina Pistor is the Michael I. Sovern Professor of Law<br />
at Columbia Law School and the Director of the School&rsquo;s Center on<br />
Global Legal Transformation. Much of her research explores the<br />
diversity of legal institutions and the differences among legal<br />
systems, including their propensity to change, adapt, and transform<br />
themselves. Her focus is particularly on the impact of globalization<br />
on the transformation of law and legal institutions in the areas of<br />
finance, property rights and transnational regulation. In 2012 she<br />
received the Max Planck Research Award for her contributions to<br />
international financial regulation.<br />
<br />
Anupama Rao is an Associate Professor of History at Barnard College with<br />
research and teaching interests in the history of anti-colonialism; gender and<br />
sexuality studies; caste and race; historical anthropology, social theory, and<br />
colonial genealogies of human rights and humanitarianism. She is currently<br />
working on a project titled &lsquo;Dalit Bombay&rsquo;, on the relationship between caste,<br />
political culture, and everyday life in colonial and postcolonial Bombay. At<br />
present, she serves as Director of Graduate Studies, Institute for Research on<br />
Women and Gender at Columbia. In the recent past, she served as president of<br />
the Society for the Advancement of the History of South Asia (SAHSA) of the<br />
American Historical Association (2010) and as a member of the South Asia<br />
Council of the Association for Asian Studies, 2010-12.<br />
<br />
Please RSVP:<br />
Email: rb3058@columbia.edu<br />
Office: +91 22 6610 4485<br />
Mobile: +91 8286828621<br />
<br />
This event is free and open to the public<br />
Refreshments will be served<br />
<br />
",Mumbai,Studio-X Mumbai
Favelas & Urban Projects,Wednesday,19,March,2014,Lecture,Studio-X,"Favelas are places built and organized with their own set of rules and protocols. Planning and designing in such a context involves conceptual, legal, technical and cultural challenges which defy standard procedures and regulations. What is the state of the art when it comes to design for the favelas? How can architecture meet such a challenge? What can we learn from past experiences?",Rio De Janeiro,Studio-X Rio
Urban History of Rio,Wednesday,19,March,2014,Lecture,Studio-X,,Rio De Janeiro,Studio-X Rio
Favelas & Development ,Tuesday,18,March,2014,Lecture,Studio-X,"Defying common sense, many favelas have a vigorous economic system: small businesses, service providers, and informal housing real estate, are evidence of an important market tied to the advent of the so-called C-Class. What types of mechanisms, networks and practices are required to develop sustainable economic and income generation models for the population? How to create relationships between formal and informal markets? The discussion will explore questions, potentials and development perspectives for the future of favelas in general, and Rio das Pedras in particular.<br />
<br />
Speakers<br />
<br />
S&eacute;rgio Guimar&atilde;es Ferreira, economist<br />
<br />
Cl&aacute;udia Corr&ecirc;a, N&uacute;cleo da Cidadania de Rio das Pedras<br />
<br />
Ja&iacute;lson Souza e Silva, Observat&oacute;rio de Favelas<br />
<br />
Vishaan Chakrabarti, Columbia University<br />
<br />
Moderator<br />
<br />
Manuel Thedim, IETS",Rio De Janeiro,Studio-X Rio
BRUTALISM REVISTED,Tuesday,18,March,2014,X-Talk,Studio-X,"Brutalism is a style of architecture which was part of the International Style of Architecture that demanded a different approach towards architectural design. The term New Brutalism was first applied in 1953 by the British architects, Peter Smithson and Alison Smithson. These two architects along with the artist, Eduardo Paolozzi&nbsp; photographer, Nigel Henderson, Richard Hamilton and James Sterling among others, formed the Independent Group, and in the same year, organized the exhibition &lsquo;Parallel to Life and Art&rsquo; held at the Institute of Contemporary Arts (ICA) in London. The Independent Group was an informal collective of young artists, designers and critics who gathered for discussions and conversations around art, architectural and urban theory at the ICA from 1952 -55. New Brutalism has come to acquire strong political associations in Sau Paulo and elsewhere, with many architectural projects being conceived in this aesthetic. In some instances, its sublime qualities extend from churches to a flower-shop.<br />
The lecture will consider the ideas of New Brutalism in the context of the Group and the ICA, and the limitations of this conception. Expanding on the origin of the term (Jean Dubuffet), and its relation to certain continental preoccupations with age-old aesthetic qualities, the speaker will connect to other movements such as Outsider Art or Art Brut. This presentation will also seek to connect the recent search for a rhetoric of materiality and temporality with age-old preoccupations in art and architecture, and the debates which brought about the demise of some key buildings, conceived and executed by Brutalists. References will also be made to the Metabolists, which was a group formed by young Japanese architects and city planners in the late 1950s, and as much pioneers as Le Corbusier. In a certain sense, this presentation is conceived as a contribution to the ongoing debate on the subject, and will also discuss such architecture in England and India.<br />
<br />
6.00pm &ndash; 6.30pm - Tea &amp; Registration<br />
6.30pm &ndash; 6.35pm - Introduction<br />
6.35pm &ndash; 8.00pm - Lecture by Professor Yehuda Safran<br />
8.00pm &ndash; 8.15pm - In Conversation with<br />
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Architect Mustansir Dalvi<br />
8.15pm &ndash; 8.30pm | Q/A with the audience<br />
<br />
In collaboration with the MPC, Mohile Parikh Center<br />
Refreshments will be served<br />
This event is free and open to the public",Mumbai,Studio-X Mumbai
 Atelier Azulejaria,Tuesday,18,March,2014,Lecture,Studio-X,"Atelier Azulejaria is a workshop and art collective made of craftspeople and artists who combine art and education with social and cultural activism. Founded in 2003 by the architect Laura Taves in Rio de Janeiro, the Azulejaria works on private and public projects with an educational focus. It aims at giving people, who might not be able to afford an education, the ability to become professional craftspeople and earn a living while expressing themselves artistically. Large-scale projects such as panels are made by groups of craftspeople in an effort to combine art, education and the urban landscape.",Rio De Janeiro,Studio-X Rio
"""A Total Reset"" for Public Housing",Tuesday,18,March,2014,Roundtable Discussion,Studio-X,"New mayor Bill de Blasio has declared &quot;a total reset&quot; for public housing in New York. At the same time, the decline of affordable housing options has become New Yorkers&#39; greatest concern.<br />
<br />
The Institute for Public Architecture was created to tackle these issues creatively. With this event, we are supporting efforts to improve public housing in New York by bringing together experts and collecting examples of ambitious ideas that work.<br />
<br />
8:30 AM: Coffee reception<br />
<br />
9 AM - 12 PM:
<ul>
	<li>
		<span style=""font-size: 11px;"">Welcome and introduction</span></li>
	<li>
		<span style=""font-size: 11px;"">Design case studies: A</span><span style=""font-size: 11px;"">mbitious housing tower retrofits and infill development projects</span></li>
	<li>
		<span style=""font-size: 11px;"">Roundtable policy and finance discussion:&nbsp;</span><span style=""font-size: 11px;"">Leading figures in housing, f</span><span style=""font-size: 11px;"">acilitated by David Burney, FAIA,&nbsp;</span><span style=""font-size: 11px;"">Associate Professor of Planning &amp; Placemaking&nbsp;</span><span style=""font-size: 11px;"">Pratt Institute</span></li>
</ul>
Free and open to the public, but space is very limited. Please <a href=""mailto:cgs2134@columbia.edu?subject=RSVP%20for%203%2F18"">RSVP here.</a>",New York,Studio-X NYC
 Rio in the Eye of the Hurricane,Monday,17,March,2014,Lecture,Studio-X,"Forget about the idyllic image of Rio. On the cusp of the World Cup and two years away from the 2016 Olympic Games, the city is in the eye of the hurricane. Caught by international attention it is exposing its contradictions while becoming a global destination. The mega event improvements and the Port Area renovation are challenged by historical social inequality, precarious infrastructure and services, environmental issues - all boosted by the protests which erupted throughout the country since the middle of last year.&nbsp; Daily life has been severely disrupted by the increase of living costs and the urban transformations that turned the city into a construction site.<br />
<br />
Under so much pressure and uncertainty, long term consequences cannot be fully understood by citizens and optimism has been substituted by anxiety towards the near future. What can we expect for the coming years? What will be left after the hurricane is gone? How can we proceed in the face of these transformations? How can we think beyond 2016?",Rio De Janeiro,Studio-X Rio
Knowledge City: Materialization of Information,Sunday,16,March,2014,Public Installation,Public Installation,Please join us for the opening of a temporary public Architecture installation looking at the importance of public spaces within our city.,Mumbai,"Carter Rd, Bandra"
Studio-X Johannesburg Launch Events,Sunday,16,March,2014,[object Object],Studio-X,"<u>Sunday, March 16th:</u><br />
<br />
<strong>9:30 - 10:00 Ethiopian Coffee Ceremony</strong><br />
Venue: Ground Floor, Fox Street Studios<br />
<br />
<strong>10:00 - 12:00&nbsp; Tactical Urbanism by Liz Ogbu (UC Berkeley)</strong><br />
Respondent: Thiresh Govender (Urban Works)<br />
Molemo Moiloa (VANSA)<br />
Alice Caberet (Propertuity/ GRIND)<br />
Kirsten Doerman&nbsp; (Wits University)<br />
Jhono Bennett&nbsp; (University of Johannesburg/ 1:1 Agency of Engagement)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>12:00 - 13:00&nbsp; Exhibition walk through with Tanya Gershon</strong><br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>14:00 - 16:00&nbsp; Exhibition by Mokena Makeka</strong><br />
Opening address by Giuseppe Lignano and Professor Paul Jenkins (Wits University, School of Architecture and Planning)<br />
Venue: BAHA Gallery, Arts on Main,Maboneng Precinct<br />
<br />
<br />
Studio-X Johannesburg<br />
Fox Street Studios second floor<br />
280 Fox Street (Corner Fox/Kruger), The Maboneng Precinct Johannesburg<br />
South Africa",Johannesburg,Studio-X Johannesburg
Studio-X Johannesburg Launch Events,Saturday,15,March,2014,[object Object],Studio-X,"<u>Saturday, March 15th:</u><br />
<br />
<strong>9:30 - 10:30 Ethiopian Coffee Ceremony</strong><br />
Venue: Ground Floor, Fox Street Studios<br />
<br />
<strong>10:30 - 12:30&nbsp;&nbsp; Mapping, Justice and Sustainability</strong><br />
Moderated by Mabel Wilson (Global Africa Lab &ndash; GSAPP), with<br />
Mario Gooden (Global Africa Lab /GSAPP)<br />
Mpho Raborife (Wits University)<br />
Caroline Kihato (Wits University)<br />
Graeme Gotz (Gauteng City Region Observatory &ndash; GCRO)<br />
Guy Trangos (GCRO)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>14:00 - 15:00&nbsp; Live performance</strong><br />
Thando Lobese in collaboration with Mello Moropa, Lindiwe Matshikiza, Vishanthe Kali with music by Tshepang Rambosa/ Trust the DJ<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>16:30 - 18:30&nbsp;&nbsp; Kibwe Tavares (Factory Fifteen) film screening - Jonah</strong><br />
Discussion moderated by Lesley Lokko (University of Johannesburg), with<br />
Mark Wigley (Dean, GSAPP)<br />
Bettina Malcomess (Wits University, Fine Art)<br />
Dorothee Kreutzfeldt (Wits University, Fine Arts)<br />
<br />
Venue: Bioscope, 286 Fox Street<br />
<br />
<strong>20:00 - 21:30&nbsp; Lecture by LOT-EK (Ada Tolla and Giuseppe Lignano): &ldquo;LOT-EK O + O (Objects and Operations).&rdquo;</strong><br />
Moderated by Mphethi Morojele (MMA Architects), with<br />
Liz Ogbu (University of California, Berkeley)<br />
Hannah le Roux (Wits University)<br />
Mokena Makeka (Makeka Design Lab, MoDILA)<br />
Daniel Irurah (Wits University)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>21:30 - 00:00 Live performance by The Brother Moves On</strong><br />
Music by General Sibusiso Nxumalo<br />
Venue: Studio-X Johannesburg<br />
<br />
<br />
Studio-X Johannesburg<br />
Fox Street Studios second floor<br />
280 Fox Street (Corner Fox/Kruger), The Maboneng Precinct Johannesburg<br />
South Africa",Johannesburg,Studio-X Johannesburg
Studio-X Johannesburg Launch Events,Friday,14,March,2014,Opening,Studio-X,"<u>Friday March 14</u><br />
<br />
<strong>18:00 - 19:00 Studio-X Global Network Initiative: Columbia Alumni Event&nbsp;</strong>(by invitation)<br />
Safwan M. Masri, Executive Vice President for Global Centers and Global Development.<br />
Mark Wigley, Dean, GSAPP<br />
Mpho Matsipa, Director, Studio-X Johannesburg<br />
<br />
Venue: Studio-X Johannesburg<br />
Fox Street Studios second floor<br />
280 Fox Street (Corner Fox/Kruger), The Maboneng Precinct<br />
<br />
<strong>19:00 - 20:00 Welcome to Studio-X Johannesburg</strong><br />
Safwan M. Masri, Executive Vice President for Global Centers and Global Development<br />
Mark Wigley, Dean, GSAPP<br />
Mpho Matsipa, Director, Studio-X Johannesburg<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>20:00 - 21:00 Reception and Exhibition Opening</strong><br />
The exhibition Taking it to the street: The Art of Public Life, curated by Tanya Gershon, will explore the role of the street performer in the construction of a vibrant public sphere in Johannesburg. Through their personal stories, spatial visualizations and data collection, the exhibition will analyze the obstacles these artists encounter to access public space. Gershon, currently a student of the CCCP Program and a graduate of the MARCH Program at GSAPP, has been developing this research on the spatial politics of the informal network of street performers in Johannesburg as part of her Masters Thesis. The exhibition will include a street art installation by Nolan O. Dennis&nbsp; + Fuzzy Slipperz.<br />
<br />
Followed by a live Performance by Hlasko<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>21:00 - 00:00&nbsp;&nbsp; Music</strong><br />
&quot;Trust the DJ&quot; (BLK JKSsndsystm)<br />
Venue: Studio-X Johannesburg<br />
<br />
<br />
<u>Saturday, March 15th:</u><br />
<br />
<strong>9:30 - 10:30 Ethiopian Coffee Ceremony</strong><br />
Venue: Ground Floor, Fox Street Studios<br />
<br />
<strong>10:30 - 12:30&nbsp;&nbsp; Mapping, Justice and Sustainability</strong><br />
Moderated by Mabel Wilson (Global Africa Lab &ndash; GSAPP), with<br />
Mario Gooden (Global Africa Lab /GSAPP)<br />
Mpho Raborife (Wits University)<br />
Caroline Kihato (Wits University)<br />
Graeme Gotz (Gauteng City Region Observatory &ndash; GCRO)<br />
Guy Trangos (GCRO)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>14:00 - 15:00&nbsp; Live performance</strong><br />
Thando Lobese in collaboration with Mello Moropa, Lindiwe Matshikiza, Vishanthe Kali with music by Tshepang Rambosa/ Trust the DJ<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>16:30 - 18:30&nbsp;&nbsp; Kibwe Tavares (Factory Fifteen) film screening - Jonah</strong><br />
Discussion moderated by Lesley Lokko (University of Johannesburg), with<br />
Mark Wigley (Dean, GSAPP)<br />
Bettina Malcomess (Wits University, Fine Art)<br />
Dorothee Kreutzfeldt (Wits University, Fine Arts)<br />
<br />
Venue: Bioscope, 286 Fox Street<br />
<br />
<strong>20:00 - 21:30&nbsp; Lecture by LOT-EK (Ada Tolla and Giuseppe Lignano): &ldquo;LOT-EK O + O (Objects and Operations).&rdquo;</strong><br />
Moderated by Mphethi Morojele (MMA Architects), with<br />
Liz Ogbu (University of California, Berkeley)<br />
Hannah le Roux (Wits University)<br />
Mokena Makeka (Makeka Design Lab, MoDILA)<br />
Daniel Irurah (Wits University)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>21:30 - 00:00 Live performance by The Brother Moves On</strong><br />
Music by General Sibusiso Nxumalo<br />
Venue: Studio-X Johannesburg<br />
<br />
<br />
<u>Sunday, March 16th:</u><br />
<br />
<strong>9:30 - 10:00 Ethiopian Coffee Ceremony</strong><br />
Venue: Ground Floor, Fox Street Studios<br />
<br />
<strong>10:00 - 12:00&nbsp; Tactical Urbanism by Liz Ogbu (UC Berkeley)</strong><br />
Respondent: Thiresh Govender (Urban Works)<br />
Molemo Moiloa (VANSA)<br />
Alice Caberet (Propertuity/ GRIND)<br />
Kirsten Doerman&nbsp; (Wits University)<br />
Jhono Bennett&nbsp; (University of Johannesburg/ 1:1 Agency of Engagement)<br />
<br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>12:00 - 13:00&nbsp; Exhibition walk through with Tanya Gershon</strong><br />
Venue: Studio-X Johannesburg<br />
<br />
<strong>14:00 - 16:00&nbsp; Exhibition by Mokena Makeka</strong><br />
Opening address by Giuseppe Lignano and Professor Paul Jenkins (Wits University, School of Architecture and Planning)<br />
Venue: BAHA Gallery, Arts on Main,Maboneng Precinct<br />
<br />
<br />
Studio-X Johannesburg<br />
Fox Street Studios second floor<br />
280 Fox Street (Corner Fox/Kruger), The Maboneng Precinct Johannesburg<br />
South Africa",Johannesburg,Studio-X Johannesburg
Lise Anne Couture - Asymptote Architecture,Thursday,13,March,2014,Lecture,Studio-X,"Founded in 1989 by Hani Rashid &amp; Lise Anne Couture, New York city based Asymptote Architecture is a leading international architecture practice that has distinguished itself globally with intelligent, innovative and visionary projects that include building designs, master planning projects art installations, virtual reality environments as well as interiors and industrial design.<br />
<br />
Asymptote&#39;s approach to utilizing digital tools and technologies, contemporary theory, innovative building practices and advancements in engineering solutions and environmental sustainability have afforded the practice a broad and powerful perspective on all aspects related to architectural building design and city planning.<br />
<br />
Completed projects include the Yas Viceroy Hotel in Abu Dhabi ( 2010) and ARC Multimedia Theater in Daegu South Korea (2013), the HydraPier cultural pavilion in the Netherlands (2004), 166 Perry condominiums (2008), Alessi HQ (2004-2012) and the Carlos Miele flagship store in New York city (2006) and the Univers Theaters in Aarhus Denmark (1998). Other key unbuilt projects include an award winning design for a luxury condominium tower ( StrataTower), in Abu Dhabi, an Eco-Cultural Master Plan for Baku, Azerbaijan, commercial office towers in Budapest, Hungary, and the World Business Center Solomon Tower in Busan, South Korea.<br />
<br />
Asymptote has also designed important master planing projects for Bergamo italy, Prague the Czech Republic, Monterrey Mexico and Penang Malaysia. Presently Asymptote is completing buildings in Gent Belgium for the ING bank HQ, two office towers in ZhenZou China and two connected cutting edge residential towers in Seoul Korea (Velo Towers).<br />
<br />
Asymptote Architecture has received numerous prestigious awards including the AIA NY chapter award, Middle Eastern Architecture Awards and Le Grand Prix de l&rsquo;Architecture in Paris, as well as received significant awards for achievement within the discipline such as the 2004 Frederic Keisler Prize in recognition of their exceptional contributions to the progress and merging of art and architecture.<br />
The work of Asymptote is part of a number of private and museum collections including the Museum of Modern Art in New York, the Netherlands Institute of Architecture (NAI), the Pinakothek der Moderne in Munich, the San Francisco Museum of Modern Art, the Centre Pompidou in Paris, the Frac Centre in Orl&eacute;ans, France and the Solomon R. Guggenheim Museum New York. The practices work has been the subject of 3 monographs and is widely published internationally in professional journals as well as the general press.<br />
<br />
Free and open to public<br />
<br />
<a href=""https://www.facebook.com/events/1412936308962221/"" target=""_blank"">Facebook</a>&nbsp;| <a href=""http://studio-xistanbul.org/en/events/Asymptote-Architecture"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
Innovation in Sustainable Urban Housing & Community Development,Wednesday,12,March,2014,Lecture,Studio-X,"The American Planning Association (APA) has been working with<br />
housing and community development demonstration projects<br />
in Brazil, Bolivia, Mexico, and Peru for the past two years. These<br />
four projects are part of a larger hemispheric initiative from the<br />
US Department of State called the Energy and Climate Partnership<br />
of the Americas. A representative from each of the projects will<br />
present their experiences, highlighting best practices and challenges.<br />
<br />
Solu&ccedil;&otilde;es Urbanas, working in Niter&oacute;i, Brazil will speak to their housing<br />
upgrading program in Morro Vital Brazil. Eficiencia Legal para la<br />
Inclusi&oacute;n Social, from Lima, Peru will share their project of social<br />
housing redevelopment of an historic neighborhood. Comunidad<br />
Maria Auxiliadora, from Cochabamba, Bolivia will explain their<br />
community and working towards collective land ownership. CTS<br />
EMBARQ will share their project of community-centered design of<br />
pocket parks in Mexico City, Mexico. There will be time engaging<br />
discussion, followed by a reception and a chance to explore the exhibit<br />
about the program.",Rio De Janeiro,Studio-X Rio
GSAPP Lectures at Studio X Mumbai,Tuesday,11,March,2014,Lecture,Studio-X,"PLease join us for an evening of lectures and discussion with GSAPP faculty visiting Mumbai this spring.<br />
<br />
The program begins at 6:30pm and will present the work of 3 practices.<br />
<br />
<em><strong>Knowledge City: Materialization of Information</strong></em> by Frederic Levrat<br />
<em><strong>Making the Critical</strong></em> by Phillip Anzalone<br />
<em><strong>Dialogue Architecture</strong></em> by Juan Herreros<br />
<br />
<em>The event is free and open to the public<br />
Refreshments will be served</em>",Mumbai,Studio-X Mumbai
Cancelled: A New Civics for Smart Cities,Tuesday,11,March,2014,LiPS,LiPS,Anthony Townsend is a Senior Research Fellow at the NYU Rudin Center for Transportation.,New York,"Room 114, Avery Hall"
"'Mimar C.P. Pappa'",Thursday,6,March,2014,Lecture,Studio-X,"This talk will be held in Turkish /&nbsp;Etkinlik T&uuml;rk&ccedil;e olacaktır.<br />
<br />
Studio-X Istanbul&#39;un, Tayfun Serttaş&#39;ın &quot;Mimarlar Mezarlığı&quot; sergisine paralel olarak d&uuml;zenlediği etkinliklerin ikincisi, 6 Mart Perşembe g&uuml;n&uuml; 18:00&#39;da Pınar &Ouml;ğrenci&rsquo;nin &lsquo;Mimar C.P.Pappa&rsquo; konulu konuşmasıyla ger&ccedil;ekleşecek.<br />
<br />
İstanbul&#39;da 19. y&uuml;zyılın ikinci yarısından itibaren yoğunlaşan yapı faaliyetlerini ger&ccedil;ekleştiren &ccedil;ok sayıda mimar bulunmaktadır. Ancak bu mimarların bir&ccedil;oğu bilinen yazılı ve &ccedil;izili belgelerin sınırlılığı dolayısı ile yeterince tanınmamaktadır. Pınar &Ouml;ğrenci tarafından 1998 yılında hazırlanan &#39;19. Y&uuml;zyıl &Ouml;zg&uuml;n Konut Tipleri Bağlamında Sarıca Ailesi Yapıları, Arif Paşa Apartmanı ve Mimar Constantin P. Pappa&#39; adlı y&uuml;ksek lisans tezi, şimdiye kadar &#39;Papa Kalfa&#39; olarak anılan C.P. Pappa&#39;nın mimarlık tarihi literat&uuml;r&uuml;ne kazandırılmasını sağlamıştır. &Ouml;ğrenci, Do&ccedil;. Dr. Cengiz Can danışmanlığındaki y&uuml;ksek lisans &ccedil;alışmasında, C.P. Pappa isminin farklı kayıtlarının deşifre edilmesinden, mimarlık eğitimine; yaşadığı semt olan Moda&#39;daki mimari faaliyeterinden, Sarıca Ailesi ile olan &#39;işveren-mimar&#39; ilişkilerine, Karak&ouml;y&#39;de değişen ofis adreslerinden, mimar Mongeri ile girdiği iş ortaklıklarına kadar değişen geniş bir &ccedil;er&ccedil;eve i&ccedil;inde araştırmıştır. &Ouml;ğrenci, konuşmasında bu araştırmanın sonu&ccedil;larını paylaşacaktır.<br />
<br />
<a href=""https://www.facebook.com/events/1387267344831582/"" target=""_blank"">Facebook</a>&nbsp;| &nbsp;<a href=""http://studio-xistanbul.org/en/events/Mimar-CP-Pappa"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
Food Access at the Brownsville Youthmarket,Tuesday,4,March,2014,LiPS,LiPS,"This talk uses the case of a youth-run farm stand in Brownsville, Brooklyn, in order to illuminate the complicated problem of solving food access inequities in New York City&#39;s underserved areas. Drawing on a year of ethnographic fieldwork at this market, this talk discusses the ways that the market serves Brownsville and the challenges of taking up food access as a planning issue.<br />
<br />
Dory Kornfield is a PhD Candidate in Urban Planning at Columbia University.",New York,"Room 114, Avery Hall"
Co-producing the City,Saturday,1,March,2014,Lecture,Studio-X,"This event will be held in English / Bu etkinlik İngilizce&rsquo;dir.<br />
<br />
R-Urban is a bottom-up strategy initiated by aaa to enhance urban resilience capacity by introducing a network of resident-run facilities which create complementarities between key fields of everyday activities (economy, housing, urban agriculture, culture). R-Urban initiates locally closed ecological cycles that will support the emergence of alternative models of living, producing and consuming between the urban and the rural.<br />
<br />
To overcome the current crises (climate, resources, economic, demographic), we must, as philosopher Andre Gorz says, &lsquo;produce what we consume and consume what we produce&rsquo;. This balance between production and consumption through local sustainable sourcing cannot occur without changes in the way we live. R-Urban introduces collaborative practices which support each other through local networks and form resilient flows, networks and circuits of production and consumption.<br />
atelier d&rsquo;architecture autog&eacute;r&eacute;e (aaa) is a collective platform based in Paris, conducting actions and research on urban mutations and emerging practices in the contemporary city, founded by Constantin Petcou and Doina Petrescu in 2001. Their projects focus on issues of self-organisation and self-management of collective spaces, emerging networks and catalyse urban processes, resistance to profit driven development, recycling and ecologically friendly architecture, to collective production of knowledge and alternative culture.<br />
<br />
Recent projects includeECObox and Passage 56 in Paris, as well as the trans-local PEPRAV (European Platform for Alternative Practice and Research on the City) and Rhyzom (a network of cultural practices). Currently aaa is developing R-Urban, a participative strategy of urban resilience in the metropolitan Parisian suburbia, through a pilot project supported by the EC innovation programme Life+.<br />
<br />
Publications edited by aaa include Urban Act, a handbook for alternative practices (2007) and Trans-Local-Act: cultural practices within and across(2010).<br />
<br />
aaa has been laureate of the Zumtobel Prize for Research and Initiative 2012, Curry Stone Design Prize 2012, the European Prize for Urban Public Space 2010 and the Prix Grand Public des Architectures Contemporaines en Metropole Parisienne 2010.<br />
<br />
www.urbantactics.org<br />
<br />
<a href=""https://www.facebook.com/events/1411576169092115/"" target=""_blank"">Facebook </a>| <a href=""http://studio-xistanbul.org/en/events/Co-producing-the-City"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
"Temporary Interventions, Permanent Marks",Thursday,27,February,2014,Book Launch,Studio-X,"The book Temporary Interventions, Permanent Marks: Appropriations, Art and Parties in the Contemporary City, by Adriana Sans&atilde;o, deals with public space through four approaches: temporary interventions and their transformative potential, the value of the ephemeral condition in the contemporary society, the amplified concept of collective space, and the concept of urban amiability, space-time quality of the temporary intervention.&nbsp; Presenting these interventions through three typologies, the spontaneous appropriations, the public art interventions and the local parties, the book sustains the argument that temporary interventions can leave permanent marks, be them material or immaterial, potentializing urban spaces as social locus.<br />
<br />
The good life of the contemporary city contemplates something more than simply the quotidian dimension; and the artistic qualities, festive or subversive that these temporary interventions offer correspond to an exceptionality in the life of urban centers, a special time in a space which is transformed by such.<br />
<br />
One cannot live only through the satisfaction of &quot;mundanities&quot; but also of what is &quot;useless&quot; which is offered to us by temporary interventions and which makes our quotidian something plentiful and original.",Rio De Janeiro,Studio-X Rio
"Contested Spaces: Abortion Clinics, Women’s  Shelters and Hospitals",Thursday,27,February,2014,Lecture,Studio-X,"Lori Brown will discuss research from her recent book, <em>Contested Spaces: Abortion Clinics, Women&rsquo;s&nbsp; Shelters and Hospitals</em>, exploring the relationship between women&#39;s health and the built environment. By looking at how legal and legislative decisions impact the architecture and geography of access to reproductive healthcare, Lori Brown explores the feedback between shifting social and political climates on spaces and the lives they contain.&nbsp;",New York,Studio-X NYC
Jeff Vandermeer / The Originals Series ,Wednesday,26,February,2014,Book Launch,Studio-X,"On Thursday, July 18th at 7:00pm, we&#39;ll be joining FSG, <em>GQ Magazine</em>, and&nbsp;<em>Vulture</em> as they present Jeff VanderMeer (author of <a href=""http://www.fsgoriginals.com/books/detail/annihilation""><em>ANNIHILATION</em></a>) and <a href=""http://futureofwhat.bandcamp.com/"">Future of What</a> in an evening of music, drinks, and a conversation moderated by Starlee Kine. Free and open to the public, but space is limited: you must <a href=""https://www.eventbrite.com/e/the-originals-series-featuring-jeff-vandermeer-and-future-of-what-hosted-by-starlee-kine-tickets-3466334901?ref=ebtnebregn"">RSVP in advance</a> as tickets will not be available on the door.",New York,Studio-X NYC
